LSR_GOODS_CD,LSR_GOODS_NM,GOODS_GUID_CN
55111,[세종 나성] 잭슨나인스 키즈카페 세종점 5월,
55112,[경남 양산] 히어로스포츠파크 : 이색테마파크,지금껏 만나보지 못한 모두를 위한 신개념 놀이터!
55115,[경기 화성] 히어로키즈파크 동탄점 5월,
55116,[경북 경주] 히어로 플레이파크 경주점 5월,
55117,[서울 영등포] 한화아쿠아플라넷63 5월,
55118,[충북 충주] 잭슨나인스 키즈카페 충주점,
55119,[경기 파주] 사파리체험 테마파크,
55120,★방탈출특가★ESC : 방탈출카페 - 홍대점,"남녀노소 요즘 대세인 방탈출카페! 이색 데이트 장소로도 인기만점인데요. 60분 동안 모든 상상력과 추리력을 동원해 퀴즈를 풀어 방을 탈출해야하는 미션을 수행해야 합니다!  오싹하고 짜릿한 다양한 테마들로 구성되어 있어, 취향에 따라 선택 가능! 심장 쫄리는 긴장감과 몰입감을 제대로 느껴보세요!"
55121,[대구 수성] 리틀히어로키즈카페 대구점 : 5월,
55122,[경기 일산] 타카 플레이 카페 마장휴게소점,
55123,[서울 중구] DDP 디자인놀이터 디키디키 DIKIDIKI,어린이 감각 놀이터 디키디키!
55124,[경기 고양]고양 히어로스포츠파크_5월,
55125,[울산 북구] 리틀히어로키즈카페 울산점 : 5월,
55126,[강원 양양] 오색탄산온천,천연 온천수로 피로회복과 피부미용을 동시에 ~!
55127,[부산 명지] 히어로 플레이파크 명지점 5월,
55128,[경기 고양] 히어로키즈파크 일산점 5월,
55144,[경남 양산] 리틀히어로ZOO 양산점 5월,
55148,[대구 동구] 대구 아이스파크,
55149,[광주 동구] 캠프VR 광주충장로점,
55150,[서울 노원] 타카 플레이 카페 롯데마트 중계점,
55151,[서울/양재] 제7회 대한민국국제포토페스티벌,
55152,[★인기 상품] 휘닉스평창 블루캐니언 연간이용권,❤️휘닉스평창 블루캐니언 연간권 구매자 혜택❤️  ✔️ 5/11(월) ~ 5/15(금) 딱 5일만! 얼리버드 특가 진행  ✔️ 상기 기간동안 블루권종 구매시 탑권종 무료 업그레이드!        (블루권종 : 성수기 미포함 / 탑권종 : 성수기 포함) ✔️ 패밀리권 3/4인권 구매 시        휘닉스평창 주중(일~금) 숙박권 2매 증정! ✔️ 태기산 케이블카 무료 이용 가능! (1일 1회 / 왕복권 기준) ✔️ 키자니아 4인 가족 반일권 30%할인혜택 제공! ✔️ 스키시즌 리프트권 구매시 할인 제공!
55153,[경기 과천] 서울랜드 After2 이용권★,
55384,[전국 27개지점] 플레이타임 키즈카페 (야놀자특가)★,
55385,[전국](야놀자특가) 챔피언 키즈카페 46개점★,
55386,[경북 문경] 문경 레일바이크,
55387,[경기 포천] 허브아일랜드,
55388,[선착순 특가] 롯데월드 아쿠아리움 연간이용권 5월,
55391,[서울 용산]  N서울타워 전망대 봄 패키지,
55392,[서울 광진] 어린이대공원 자유이용권,
55393,[★오늘이 마지막] 서울랜드 종일권 특가,
55396,[★선착순특가] 서울랜드 종일권 특가,
55397,[경기 부천] 웅진 플레이도시 워터파크 5월,웅진 플레이도시에서 스트레스 팍팍 풀어보자!
55401,[부산 해운대] 센텀 스파랜드 (~7/17),도심 휴양형 해운대 온천 명소
55402,[경북 경주] 경주 스파럭스 5월,
55404,[대전 중구] 대전 오월드 5~6월 자유이용권,
55406,[경기 가평] 라인247 수상레저 특가 ★,
55407,[★선착순 특가] 홍천 오션월드 커플권 (실/내외 모두 사용가능),
55408,(야놀자특가) [강원 평창] 대관령 주주파크 목동체험,
55409,[누구나특가★] 홍천 오션월드 커플권,
55639,[★선착순 특가] 이월드 자유이용권 테마파크 찐특가,365일 환상의 나라 이월드로~!
55640,[★주말특가] 대구 이월드 자유이용권,"⭐선착순 300매 금,토,일 한정특가⭐"
55641,[서울 금천] 타카 플레이 카페 롯데마트 금천점,
55642,[경기 가평] 라인247 수상레저 숙박패키지,
55643,[경기 가평] ]썸머드림수상레저 (빠지),
55644,[경기 오산] 리프패럿 앵무새 키즈카페 경기오산점,"내 삶의 소중한 파트너,앵무새♥"
55645,[경기 시흥] 리프패럿 앵무새 키즈카페 목감점,"내 삶의 소중한 파트너,앵무새♥"
55646,[경북 구미] 타카 플레이 카페 롯데마트 구미점,
55647,[강원 평창] 용평리조트 워터파크,
55649,[대구 달서] 엘리바덴- 상인점 워터파크,"대구의 대표 브랜드 리얼 힐링 스파 엘리바덴! 유황온천으로 즐기는 도심 속 프리미엄 테마파크, 엘리바덴 상인점~"
55650,[강원 평창] 용평리조트 발왕산케이블카,
55651,[충남 부여] 롯데 아쿠아가든 5월 이용권★,
55652,"[서울 종로] The Flower hello,심쿵 展 : 이색전시회 야놀자 특가★",
55653,[경기 가평] 라인247 수상레저패키지,
55654,[광주 광산] 리프패럿 앵무새 키즈카페 광주수완점,"내 삶의 소중한 파트너,앵무새♥"
55655,[일산 파주] 퍼스트가든 평일 이용권 / 당일사용 불가,23가지 테마가 잇는 대규모 테마파크 아름다운 정원에서 사랑하는 사람들과 추억을 만들어보세요.
55656,[경기 가평] 씨엠 모리하우스펜션,
55657,[서울 중구] 카페 동심(만들기+음료1잔),
55658,[전남 순천] 리프패럿 앵무새 키즈카페 순천점,"내 삶의 소중한 파트너,앵무새♥"
55659,[경기 가평] 블루 2020 수상레저,수상레저 총 집합! 수상레저 제대로 즐기자!
55660,[강원 영월] 2020 동강 가자래프팅 종합패키지,
55661,[경북 영천] 홀스파크 : 특가,입장권만으로도 말 먹이주기와 교감체험이 가능! 숲 속에 위치한 홀스파크로 나들이를 떠나보세요.
55662,[★선착순특가] 서울랜드 야간권,
55663,[★누구나특가] 서울랜드 야간권,
55664,[광주 서구] 리프패럿 앵무새 키즈카페 광주양산점,"내 삶의 소중한 파트너,앵무새♥"
55665,[전국지점] 주렁주렁 테마파크,
55666,[대구 수성] 아이니 멀티플렉스,
55667,[★선착순특가] 롯데월드 어드벤처,
55668,[★야놀자특가] 네이처파크 종일권 1+1,
55669,[부산 수영] 솔게스트하우스 서핑레저,
55670,[강원 평창] 용평리조트 마운틴코스터,
55671,[경기 가평] 씨엠 우리들펜션+레저 PKG,
55672,[서울 송파] 롯데월드 어드벤쳐 종합이용권 2차 특가,
55673,[경기 가평] 더 나인+블루2020,
55674,[경기 가평] 별이빛나는펜션+쓰리썸 수상레저 PKG,
55675,[서울 마포] 뷰티인사이드 / 로맨틱 포토 에디션,
55676,[경기 가평] 리버웍+쓰리썸 패키지 이용권,
55677,[경남 남해] 포세이돈 마린레저 워터파크★,더위를 날리는 짜릿한 수상레저! 남해 포세이돈 마린레저 남해 독일마을펜션과 몽돌해수욕장에서 즐길수있는 레저 및 힐링!
55678,[경기 가평] 모리하우스+쓰리썸 수상레저 PKG,
55679,[강원 고성] 고고비치서프 서핑강습,
55680,[경기 가평] 화이트빌+쓰리썸 패키지 이용권,
55681,[경기 가평] 소리소+쓰리썸,
55682,[경기 가평] 모리마을+쓰리썸 수상레저 PKG,
55684,[경기 가평] 그리이스+쓰리썸,
55685,[전남 장성] 함동 수상레저 워터파크,
55686,[[대구 달성] 네이처파크 영락한식당 PKG,
55687,[부산 남구] 리프패럿 앵무새 키즈카페 부산용호점,"내 삶의 소중한 파트너,앵무새♥"
55688,[경기 가평]  블링블링+쓰리썸,
55689,[경기 가평] 아모르루시 PKG(숙박+ATV),
55690,[경기 가평] 디노+쓰리썸 수상레저 PKG,
55691,[경기 가평] 멀리가는향기 + 쓰리썸,
55692,[전남 여수] 디오션 워터파크 로우시즌,
55693,[강원 홍천] 송강카누학교 홍천강 카약투어,홍천강에서 즐기는 특별한 힐링체험! 카누타고 즐거운 추억 만들어보세요~
55694,[가평] 레저친구 수상레저(춘천) 비수기 특가!!,"놀이기구 무조건 더 오래~ 더 재밌게~  이번 여름 휴가, 뽕 제대로 뽑고 싶다면 레저친구 워터파크! 워터파크, 수상놀이기구부터 수상스키, 웨이크보드, 사륜오토바이까지! 풍성한 즐길거리를 만나보세요."
55695,[경기 가평] 씨앤블랙+쓰리썸,
55696,[경기 가평] 하루가평펜션+쓰리썸,
55697,[경기 가평] 바하마 수상레저 몽땅패키지 (빠지),무더운 여름 핫한 수상레저 즐기러 같이 가실래요? 바하마에서 무제한 패키지로 시원하고 재미있게 놀아봐요!! 누구보다 빠르게 남들보다 더 즐겁게 놀고 싶다면 바로 바하마로 놀러오세요~
55698,[전남 나주] 중흥 골드스파&리조트 워터락,
55699,[전북] 전북투어패스 군산여행권 + 군산테디베어뮤지엄 pkg,
55700,[경기 가평] 앤디가평펜션+키즈드림,
55705,[울산 중구]피크닉109 울산태화강,
55718,[경기 가평] 가둘기정원+키즈드림 패키지 이용권,
55719,[경기 가평] 섬나루+키즈드림 패키지 이용권,
55720,[경기 가평] 씨엠+러브레터,
55721,[경기 하남] 아쿠아필드 워터파크 하남점 (~7/17),
55722,[경기 가평] 아띠올+블루2020,
55723,[경기 가평] 힐링로드+쓰리썸 수상레저 PKG,
55724,[강원 춘천] 파파스+블루2020 패키지 이용권,
55725,[경기 가평] 남이섬전원마을+쓰리썸 수상레저 패키지,
55726,[경기 가평] 힐링로드+캠프와이 패키지,
55727,[강원 평창] 용평리조트 루지권,
55728,[양양] 강원서핑스쿨 서핑강습&숙박패키지,
55730,[경기 가평] 아모르루시+쓰리썸,
55915,[경기 가평] 씨엠+여우그늘PKG,
55916,[경기 가평] 섬나루+키즈드림 패키지 이용권,
55917,[경기 용인] 용인 짚라인,
55918,[경기 가평] 리버웍+블루2020,
55919,[강원 춘천] 샤크아일랜드+블루2020 패키지 이용권,
55920,[경기 가평] 섬나루+키즈드림 패키지 이용권,
55921,[전북 전주] 후크의성 : 수영장+사우나+찜질방,아이들이 좋아하는 미니 워터파크! 온가족이 함께 수영장+찜질방+사우나를 한곳에서 즐기로 오세요~
55922,[서울] 피크닉 109 여의도점,이번 여름 피크닉 여의도에서 즐겨보자~!!
55923,[경기 가평] 씨엠 우리들펜션+레저 PKG,
55926,[경기 가평] 별비치 워터파크,가평에서 제일 넓은 별비치 워터파크! 스피드 슬라이드와 같은 스릴형 어트랙션은 물론 스파와 같은 가족형 테마시설까지 모두 갖춰 전 연령에게 사랑 받는 곳이에요.
55927,[충남 아산] 파라다이스 스파 도고 로우시즌,
55928,[서울 노원] 피노파밀리아 시즌3,상상이 현실이 되는 곳 !  상상에서만 존재했던 피노의 세계를 문화 예술과 즐거운 철학을 통해 공감하며 마주할 수있는곳  어른 아이 상관 없이 즐길 수 있는 동심 상상의 세계로 빠져보세요 ~
55929,[서울 삼성] 코엑스 아쿠아리움,
55930,[경기 가평] 박하사탕+캠프와이,
55931,[부산 진구] 리프패럿 앵무새 키즈카페 시민공원점,"내 삶의 소중한 파트너,앵무새"
55932,[부산 중구] 부산타워 용두산 전망대 :  6월,하늘과 바다가 만나는 부산타워!
55933,[경북 경주] 경주월드 자유이용권 : 6월,
55934,[강원 춘천] 제이드가든 6월,자연 속에 쉼이 있는 '제이드가든'입니다. 세상에서 가장 작은 유럽이라 불리는 곳으로 국내에선 볼 수 없었던 이색적인 풍경을 자아내요. 함께 가보실래요?
55935,[서울 용산] 남산 N서울타워 전망대+N버거/다이닝PKG,
55937,[전북] 전북투어패스 1일권 + 목공체험 PKG,
55938,[경기 용인] 아트리 파라다이스,
55939,[남산] N서울타워 전망대 이용권 9월,
55940,[경기 가평] 비바수상레저 HOT한 빠지 ★,
55941,[경기 가평] 비바 수상레저,
55944,[대구 달서] 이월드 83타워 전망대&아이스링크 6월,대구의 랜드마크! 이월드 83타워에서 행복한 추억을 만들어보세요~!
55945,[대구 달서] 이월드 연간회원권 6월,환상의 나라 이월드로 !
55947,방탈출 특가 [건대점]더박스 방탈출카페,식상한 데이트는 그만!  상상 그 이상의 두뇌게임을 만나보세요. 스릴만점 다양한 게임들로 구성되어 있어 시간 가는 줄 모르고 즐길 수 있어요
55948,[강원 평창] 휘닉스평창 블루캐니언 입장권 (7/25~8/23),자연 속 대형 워터파크~!! 휘닉스평창 블루캐니언에서 추억을 만들어보세요~!!
55949,☆방탈출 특가 _홍대 엑스이스케이프 방탈출카페,
55951,[경기 용인] 에버랜드 종일이용권 6월 방문일지정 특가(6/1~8/31)★,
55952,[경기 과천] 서울랜드 종일권 (~8/31),
55953,[경기 가평] AT 수상레저 리뉴얼 (빠지),
55954,[경기 가평] 레저캠프 수상레저 (빠지),수상레저 총 집합! 수상레저 제대로 즐기자!
55955,[경기 가평] 워터플레이 수상레저 (빠지),수상레저 총 집합! 수상레저 제대로 즐기자!
55956,[울산 중구] 쥬라리움 울산점 6월,
55958,★방탈출특가★건대 케이이스케이프,식상한 데이트는 그만! 상상 그 이상의 두뇌게임을 만나보세요. 스릴만점 다양한 게임들로 구성되어 있어 시간 가는 줄 모르고 즐길 수 있어요.
55959,[★방탈출특가]넥스트에디션 8개지점 균일특가,"리얼한 게임 속, 한편의 영화같은 스토리 넥스트에디션 방탈출 카페"
55960,[대구 달서] 이월드 자유이용권 6월,365일 환상의 나라 이월드로~!
55961,[서울 강남] 서울 신사동 인생사진관,
55963,☆방탈출 특가_ 홍대 ESC : 방탈출카페,"남녀노소 요즘 대세인 방탈출카페! 이색 데이트 장소로도 인기만점인데요. 60분 동안 모든 상상력과 추리력을 동원해 퀴즈를 풀어 방을 탈출해야하는 미션을 수행해야 합니다!  오싹하고 짜릿한 다양한 테마들로 구성되어 있어, 취향에 따라 선택 가능! 심장 쫄리는 긴장감과 몰입감을 제대로 느껴보세요!"
55964,[경기 부천] 웅진 플레이도시 워터파크 6월,웅진 플레이도시에서 스트레스 팍팍 풀어보자!
55965,[경남 김해] 가야테마파크 입장권+공연 패키지(페인터즈 가야왕국),
55966,[전남 여수] 판타지아드림 서커스,"<코로나 19로 인한 7월 공연안내> -매주 금요일 : 14시, 17시 -토, 일 : 11시, 14시, 17시  -해당 티켓은 선착순 입장, 자유석입니다."
55968,[경기 양평] 오르다온 송백수목원,"나에게 집중하는 쉼, 오르다온! 이곳엔 자연과 더불어 맘껏 힐링 할 수 있는 곳이 많아요. 수목원부터 송백당, 식물원, 암석원 등이 대표적이죠. 아이가 있다면 곤충관 체험도 좋아요. 당일치기가 아쉽다면 숙박도 있으니 가시기 전 미리 예약해보세요."
