LSR_GOODS_CD,LSR_GOODS_NM,FCLTY_ROAD_NM_ADDR
39742,[경기 일산] 원마운트 워터파크 ★1+1 특가,경기 고양시 일산서구 한류월드로 300
39743,[경기 일산] 원마운트 스노우파크 ★1+1 특가,경기 고양시 일산서구 한류월드로 300
39744,[대구 달서] 이월드 별빛축제 자유이용권 ★수퍼딜,대구 달서구 두류공원로 200
39745,[경기 과천] 서울랜드 종일권 커플권 500매 한정★수퍼딜,경기 과천시 광명로 181
39746,[충남 아산] 파라다이스 스파 도고 ★수퍼딜,충남 아산시 도고면 도고온천로 176
39748,[인천 연수] 송도 실내썰매 상상체험 키즈월드,인천 연수구 센트럴로 123
39749,[경기 부천] ★ 플레이아쿠아리움 입장권,경기 부천시 조마루로 2
39750,[부산 수영] 더 레드락 볼링펍,부산 수영구 광남로 96
39751,[경북 경주] 한화리조트 뽀로로 아쿠아빌리지★대인특가,경북 경주시 보문로 182-27
39752,[경기 부천] 코코몽 키즈랜드 부천 뉴코아점 12월,경기 부천시 송내대로 239
39753,[대구 수성] 코코몽 키즈랜드 동아수성점 12월,대구 수성구 지범로 191
39754,[경기 수원] 코코몽 키즈랜드 동수원점 12월,경기 수원시 팔달구 인계동 1114-1
39755,[강원 영월] 동강시스타 힐링스파 주말권,강원 영월군 영월읍 사지막길 160
39756,[경기 일산] 아쿠아플라넷,경기 고양시 일산서구 한류월드로 282
39757,[제주 조천] 포레스트 공룡 사파리,제주특별자치도 제주시 조천읍 선교로 474-1
39764,[서울 송파] 캠프VR 잠실새내점,서울 송파구 올림픽로10길 9
39766,[강원 횡성] 얼리버드 웰리힐리 리프트권 ★스키,강원 횡성군 둔내면 고원로 451
39768,[부산 해운대] 신카이마코토 展★전시,부산 해운대구 APEC로 55
39769,[강원 홍천] 대한민국★렌탈샵_대명리조트,강원 홍천군 서면 한치골길 49
39771,"[서울,경기출발] 2019 화천산천어축제 ★당일여행",서울 구로구 공원로 3
39773,[서울 출발] 태백산 눈꽃 ★당일여행,서울 구로구 공원로 3
39775,[경기 광주] 강윤정 프로샵 스키강습★렌탈샵_곤지암리조트,경기 광주시 곤지암읍 삼리 49-2
39776,[인천 중구] 영종스카이리조트 워터파크,인천 중구 용유서로 379
39779,[서울 송파] 코코몽 키즈랜드 송파점 12월,서울 송파구 문정동 516
39780,[제주 조천] 포레스트 사파리+코코몽에코파크,제주특별자치도 제주시 조천읍 선교로 474-1
39781,[경기 수원] 코코몽 키즈랜드 수원터미널점 12월,경기 수원시 권선구 경수대로 270
39782,[경기 광주] 청춘스키 ★렌탈샵_곤지암리조트,경기 광주시 도척면 도척윗로 248
39785,[쿠폰 할인★] 인천 아틀란티스 키즈카페,인천 연수구 컨벤시아대로230번길
39786,[제주 조천] 포레스트 사파리+마린스테이지,제주특별자치도 제주시 조천읍 선교로 474-1
39787,[강원 홍천] 호야스키스쿨 강습★렌탈샵_대명비발디,강원 홍천군 서면 한치골길 797
39791,[강원 홍천] 18/19 스키월드 정상 3차★시즌권_대명비발디파크,강원 홍천군 서면 한치골길 262
39792,[경기 일산] 원마운트 워터파크 1+1 특가 추가할인!,경기 고양시 일산서구 한류월드로 300
39793,[서울 종로] 마녀정원 展 ★전시,서울 종로구 인사동길 44
39795,[경기 일산] 원마운트 워터파크 ★1+1 특가 추가할인,경기 고양시 일산서구 한류월드로 300
39796,[전남 여수] 해상케이블카,전남 여수시 돌산읍 돌산로 3600-1
39797,[경기 일산] 원마운트 스노우파크 ★1+1 특가,경기 고양시 일산서구 한류월드로 300
39799,[경기 일산] 원마운트 스노우파크 ★1+1 특가,경기 고양시 일산서구 한류월드로 300
39800,[전남 여수] 엑스포 스카이플라이 왕복권,전남 여수시 수정동 343-1
39801,[경남 하동] 금오산랜드 눈썰매장,경남 하동군 진교면 구고속도로 374-30
39802,[경기 이천] 모닝스키 렌탈+강습+숙박패키지 ★ 렌탈샵_지산리조트,경기 이천시 마장면 지산로 257-7
39803,[전남 여수] 엑스포 카트,전남 여수시 수정동 781
39805,[경기 이천] 테르메덴 추계시즌 500매한정 ★수퍼딜,경기 이천시 모가면 사실로 984
39806,[제주 한림] 오늘내일ATV,제주특별자치도 제주시 한림읍 평화로 1360-2
39807,[전남 여수] 여수해상케이블카 + 엑스포카트,전남 여수시 돌산읍 돌산로 3600-1
39809,[경기 평택] 코코몽 키즈랜드 평택점 12월,경기 평택시 비전2동 830
39810,[제주 서귀포] 조은승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14
39812,[전남 순천] 코코몽 키즈랜드 순천점 12월,전남 순천시 비봉2길 22
39814,[서울 출발] 겨울낭만 부산 크리스마스 문화축제★당일여행,서울 구로구 공원로 3
39815,[인천 남동] 코코몽 키즈랜드 인천점 12월,인천 남동구 구월동 1465-1
39816,[경기 이천] 지산캠프 숙박+장비렌탈+강습패키지★렌탈샵_지산리조트,경기 이천시 마장면 지산로 257-10
39821,[강원 평창 ] 평창 알펜시아 18/19 시즌 본3차 판매,강원 평창군 대관령면 솔봉로 325
39822,[경남 통영] 통영 카트체험,경남 통영시 도남로 251
39823,[충북 천안] 캠프VR 천안 신부점,충남 천안시 동남구 먹거리11길 37
39824,[인천 계양] 곤충파충류 체험학교,인천 계양구 계양산로35번길 11
39825,[경남 통영] 크레이지휠 전동휠&킥보드,경남 통영시 발개로 254
39826,[전남 여수] 여수해상케이블카 + 스카이플라이,전남 여수시 돌산읍 돌산로 3600-1
39829,[강원 평창] usns스키강습★렌탈샵_휘닉스파크,강원 평창군 봉평면 태기로 141
39832,[서울 마포] 그놈은 예뻤다. : 홍대 개그연극,서울 마포구 어울마당로 94-8
39833,[전북 무주] 무주투어패스 1일권 + 태권도원 체험관,전북 무주군 설천면 무설로 1482
39834,[경기 포천] 포천 어메이징파크,경기 포천시 신북면 탑신로 860
39835,[전북 전주] 서울출발 세미패키지 전주free+군산1930시간여행 ★1박2일,경기 부천시 길주로 125
39836,[경기 용인] 양지파인리조트 스키리프트권,경기 용인시 처인구 양지면 남평로 112
39839,[서울 서초] 꿀잠 24시 수면카페 신논현점,서울 서초구 사평대로55길 18
39842,[부산 해운대] 벡스코 곤충파충류 체험전,부산 해운대구 APEC로 55
39844,[서울 강남] 캠프VR 강남점,서울 강남구 강남대로94길 9
39847,[경기 용인] 너티차일드 용인점 12월,경기 용인시 기흥구 구성로 357
39850,[서울 강남] 꿀잠 24시 수면카페 강남점,서울 강남구 테헤란로6길 26
39851,[충남 천안] 너티차일드 천안점 12월,충남 천안시 서북구 불당19로 111
39855,[경기 수원] 너티차일드 광교점 12월,경기 수원시 영통구 센트럴타운로 85
39858,[서울 삼성] 코엑스 아쿠아리움 12월,서울 강남구 영동대로 513
39859,[강원 평창] 서울出 겨울의 진짜 맛! 평창송어축제 ★당일여행,서울 구로구 공원로 3
39861,[서울 마포] 까브라더쇼 : 홍대 코믹연극,서울 마포구 어울마당로 94-8
39863,[서울 종로] 코믹추리스릴러극 행오버,서울 종로구 대학로8가길 80
39864,[해운대] SEA LIFE 부산아쿠아리움,부산 해운대구 해운대해변로 266
39865,[경남 하동] 레일바이크,경남 하동군 북천면 경서대로 2446-6
39866,[부산 부산진구] 삼정더파크 종일권 12월,부산 부산진구 새싹로 295-1
39867,[전국] 코리아 포켓와이파이(국내전용),서울 중구 을지로 16
39868,[대구 달성] 네이처파크 동물먹이pkg,대구 달성군 가창면 가창로 891
39869,[대구 달서] 수목원 생활온천,대구 달서구 상화로 79
39871,[서울 종로] 코믹 락뮤지컬 프리즌 12월,서울 종로구 이화장길 58
39874,[서울 동대문] 라뜰리에 12월★전시,서울 중구 장충단로13길 20
39875,[경기 일산] 원마운트 스노우파크+찜질방 패키지 (2월말까지 사용가능),경기 고양시 일산서구 한류월드로 300
39877,[경기 일산] 원마운트 워터파크+찜질방 패키지 (2월말까지 사용가능),경기 고양시 일산서구 한류월드로 300
39879,[전남 여수] 팡팡플레이존 플레이그라운드,전남 여수시 박람회길 1
39882,[부산 부산진구] 세젤예展: 세상에서 제일 예쁜 나 ★전시,부산 부산진구 동천로 58
39884,[서울 송파] 롯데월드 아쿠아리움 11월,서울 송파구 올림픽로 300
39886,[경남 밀양] 영남알프스 얼음골케이블카,경남 밀양시 산내면 얼음골로 241
39887,[경기 일산] 원마운트 워터파크+스노우파크 패키지 (2월말까지 사용가능),경기 고양시 일산서구 한류월드로 300
39889,[서울 잠실] 롯데월드 아쿠아리움 + 펍앤그릴 패키지 8월,서울 송파구 올림픽로 300
39890,[서울 마포] 연극 당신이주인공 12월★공연,서울 마포구 와우산로 117
39891,[서울 강남] 피에르앤쥘 Pierre et Gilles ★전시,서울 강남구 선릉로 807
39892,[대구 달서] 이월드 83타워 아이스링크 PKG,대구 달서구 두류공원로 200
39893,[대구 달서] 이월드 연간회원권 12월,대구 달서구 두류공원로 200
39895,[경남 창원] 상상체험+레이싱 키즈월드,경남 창원시 의창구 원이대로 362
39896,[서울 영등포] 한화 아쿠아플라넷63 아쿠아리움,서울 영등포구 63로 50
39901,[경기 광주] 플라잉보드 스키강습★렌탈샵_곤지암리조트,경기 광주시 도척면 궁평리 590-3
39902,[강원 평창] 18/19 알펜시아 리조트 스키리프트권 복합 패키지 (렌탈&오션),강원 평창군 대관령면 솔봉로 325
39903,[경북 경주]양남 눈썰매장,경북 경주시 양남면 동남로 856
39905,[부산] 키자니아 어린이 체험테마파크,서울 송파구 올림픽로 240
39906,[인천 중구] 2018 송년낙조 열차 여행 ★ 당일여행,인천 중구 을왕동 717-12
39908,[강원 평창] 형제 렌탈&강습 종일권 특가 ★렌탈샵_휘닉스파크,강원 평창군 봉평면 태기로 279
39909,[전북 무주] 덕유산 관광곤돌라 + 무주투어패스 패키지,전북 무주군 설천면 심곡리 산 43-15
39911,[경기 수원] 인생사진관2,경기 수원시 팔달구 동수원로 397
39918,[대구 동구] 팔공산케이블카,대구 동구 팔공산로185길 51
39925,[충남 천안] 쥬쥬피아,충남 천안시 동남구 성불사길 36
39928,[서울 종로] 대학로 라이어 12월,서울 종로구 대학로 144
39932,[경기 김포] Bad VR 김포사우점,경기 김포시 사우중로 48
39940,[강원 홍천] 샤크 ★렌탈샵_대명비발디,강원 홍천군 서면 굴업리 383-2
39944,"[서울 마포] 송구영신 특집 홍대 연극 관객과의 전쟁, 쇼미더퍼니, 홍콩쇼★ 개그공연",서울 마포구 와우산로21길 29
39948,[부산 부산진구] 크리스마스 후끈파티★200매한정,부산 부산진구 가야대로 772
39952,[충남 청양] 청양 고운식물원,충남 청양군 청양읍 군량리 389-2
39956,[경북 청도] 용암온천 가족탕 + 빛축제 PKG ★핫딜,경북 청도군 화양읍 온천길 23
39957,[경북 청도] 용암온천 가족탕 + 빛축제 PKG,경북 청도군 화양읍 온천길 23
39958,[경기 용인] ebs 캠스토리 눈썰매장,경기 용인시 기흥구 기흥단지로 397
39959,[경북 청도] 용암온천 1+1 이용권 ★핫딜,경북 청도군 화양읍 온천길 23
39960,[경북 청도] 용암온천 이용권 + 빛축제패키지,경북 청도군 화양읍 온천길 23
39961,[대구 달서] 이월드 별빛축제 자유이용권 ★ 임팩트딜,대구 달서구 두류공원로 200
39962,[전북 무주] 겨울왕국 렌탈 스키패키지 ★ 렌탈샵_무주리조트,전북 무주군 설천면 만선로 43
39963,[제주 한경] 차귀도 배낚시,제주특별자치도 제주시 한경면 노을해안로 1154
39968,[서울 마포] 맥스이스케이프 : 방탈출 카페,서울 마포구 와우산로17길 19
39972,[부산 해운대] 요트탈래 : 요트투어,부산 해운대구 동백로 52
39976,[경기 이천] 테르메덴 온천수 스파 동계시즌(12/15~3/1),경기 이천시 모가면 사실로 984
39983,[서울 마포] 홍대 사격장 라스클럽,서울 마포구 와우산로21길 36-6
39990,[인천 남구] 인천문학경기장눈썰매장(~2/24),인천 남구 매소홀로 618
39996,[경기 용인] 양지 몬스터 렌탈 ★ 렌탈샵_양지파인리조트,경기 용인시 처인구 양지면 남평로 32
39998,[경남 김해] 롯데워터파크 종일권,경남 김해시 장유로 555
39999,[경북 경주] 더케이호텔 스파월드,경북 경주시 엑스포로 45
40006,[서울 종로] 옥탑방고양이 12월★공연,서울 종로구 대학로10길 24
40011,[서울 종로] 영국에서 온 Made In 조선 :북한 그래픽 디자인 展★전시,서울 종로구 대학로 57
40013,[경기 광주] 강윤정 프로샵 풀 스키PKG ★렌탈샵핫딜_곤지암리조트,경기 광주시 곤지암읍 삼리 49-2
40014,[경기 포천] 꽈당 스키 풀 PKG ★핫딜_베어스타운,경기 포천시 내촌면 금강로 2520-26
40016,[서울 종로] 극적인하룻밤★공연,서울 종로구 대학로10길 5
40018,[충남 공주] 이안숲속 눈썰매 PKG,충남 공주시 반포면 수목원길 25
40019,[충북] 힐링투어패스 (다누리아쿠아리움 외 12곳),충북 단양군 영춘면 온달로 23
40020,[대구 수성] 한라스파랜드,대구 수성구 욱수길 56
40021,[경기 광주] 18/19 곤지암리조트 스키리프트권,경기 광주시 도척면 도척윗로 278
40022,[부산 부산진구] 런앤플레이 개금점,부산 부산진구 가야대로 473
40023,[전남 화순] 금호리조트 아쿠아나 입장권,전남 화순군 북면 옥리길 14-21
40025,[전남 여수] 한화 아쿠아플라넷 여수 아쿠아리움,전남 여수시 오동도로 61-11
40026,[경기 일산] 한화 아쿠아플라넷 일산,경기 고양시 일산서구 한류월드로 282
40029,[경기 광주] 10주년특가 곤지암리조트 스키리프트권★임팩트딜,경기 광주시 도척면 도척윗로 278
40030,[제주 한경] 생각하는 정원,제주특별자치도 제주시 한경면 녹차분재로 675
40031,[경기 용인] 얼리버드 양지파인 단일 리프트권 ★카카오내비 특가,경기 용인시 처인구 양지면 남평로 112
40032,[경남 양산] 얼리버드 18/19 에덴밸리 리조트 리프트권&렌탈권,경남 양산시 원동면 어실로 1206
40033,[경기 남양주] 프라움 악기박물관,경기 남양주시 와부읍 경강로 756
40034,[강원 춘천] MC스노우 스키강습★렌탈샵_엘리시안,강원 춘천시 남산면 서백길 200
40035,[충남 아산] 파라다이스 스파 도고 : ★즉시할인!,충남 아산시 도고면 도고온천로 176
40036,[부산 기장] 반고흐 빌리지展★전시,부산 기장군 기장읍 기장해안로 98
40038,[부산 기장] 본다빈치스퀘어 감성사진관★전시,부산 기장군 기장읍 기장해안로 98
40039,[대구 달성] 테디베어 디아트 월드 12월 할인,대구 달성군 유가읍 테크노상업로 120
40040,[전남 여수] 낭만도시 여수 + 아름다운 보물섬 남해  1박2일 ★ 버스여행,전남 여수시 중앙동 385-6
40041,[강원 춘천] 제이드가든 12월,강원 춘천시 남산면 햇골길 80
40042,[서울 마포] 홍대 사격장 배틀라운지,서울 마포구 와우산로17길 15
40044,[강원 홍천] 25 강습★렌탈샵_대명리조트,강원 홍천군 서면 한치골길 1023
40045,[강원 삼척] 삼척투어패스 + 해상케이블카,
40046,[경기 용인] 캐리비안베이+에버랜드 오후이용권,경기 용인시 처인구 포곡읍 에버랜드로 199
40047,[경기 용인] 캐리비안베이 종일/오후권,경기 용인시 처인구 포곡읍 에버랜드로 199
40048,[경기 용인] 에버랜드 종일/오후권★핫딜,경기 용인시 처인구 포곡읍 에버랜드로 199
40049,[경기 용인] 에버랜드 종일/오후권+헤어밴드+젤리셔 패키지,경기 용인시 처인구 포곡읍 에버랜드로 199
40050,[강원 강릉] 강릉시티투어 2코스 바다열차,강원 강릉시 해안로535번길 11
40051,[강원삼척] 삼척투어패스 (수로부인 헌화 공원 외 4곳),강원 삼척시 신기면 환선로 800
40052,[제주 서귀포] 피규어뮤지엄+불빛정원(키덜트),제주특별자치도 서귀포시 안덕면 한창로 243
40056,[경북 경산] 경산용암온천,경북 경산시 압량면 금구길 23
40057,[경북 경산] 경산용암온천 다회권,경북 경산시 압량면 금구길 23
40059,[충남 보령] 이바다호 선상 바다낚시,충남 보령시 오천면 오천해안로 781
40061,[경남 김해] 롯데워터파크 1/3/4회 이용권,경남 김해시 장유로 555
40062,"[경기] 경기권 3대 스키장(지산,양지,곤지암) 강습권",경기 용인시 처인구 양지면 남평로 48
40063,[전북 무주] 덕유산 관광곤돌라 + 무주투어패스 패키지,전북 무주군 설천면 심곡리 산 43-15
40064,[충남 태안] 태안투어패스 (구매 다음 날 이용 가능),충남 태안군 남면 몽산리 977
40065,[서울 서초] 드로잉클럽 크리스마스 원데이 페인팅클래스,서울 서초구 서초대로 356
40067,[경기 양평] 미리내리조트 스노우파크 눈썰매장,경기 양평군 지평면 월산저수지길 21
40070,[경기 용인] 에버랜드 이용하면 캐리비안베이 이용 무료!,경기 용인시 처인구 포곡읍 에버랜드로 199
40071,[경기 용인] 양지파인 스키밸리 복합권 스키리프트권,경기 용인시 처인구 양지면 남평로 112
40072,[부산 부산진구] 깜부 키즈카페,부산 부산진구 중앙대로666번길 50
40073,[경기 양평] 세미원,경기 양평군 양서면 양수로 93
40074,[강원 춘천] 엘리시안 강촌 18/19 스키리프트권,강원 춘천시 남산면 북한강변길 688
40076,[대구 달성] 스파밸리 워터파크 겨울시즌,대구 달성군 가창면 가창로 891
40079,[강원 춘천] 엘리시안 강촌 18/19 스키리프트권 + 장비렌탈,강원 춘천시 남산면 북한강변길 688
40080,[강원 삼척] 삼척투어패스 (해신당 공원 외 4곳),강원 삼척시 신기면 환선로 800
40082,[경기 일산] 원마운트 스노우파크 주말 파격 특가 ★핫딜,경기 고양시 일산서구 한류월드로 300
40085,[경기 양평] 양평투어패스 ♬,경기 양평군 옥천면 사나사길 175
40087,[경기 일산] 원마운트 워터파크  주말 파격 특가 ★핫딜,경기 고양시 일산서구 한류월드로 300
40092,[충북] 힐링투어패스+단양수양개빛터널,충북 단양군 영춘면 온달로 23
40093,[강원 삼척] 삼척투어패스 + 해상케이블카,강원 삼척시 원덕읍 갈남리
40094,[강원 춘천] 엘리시안 강촌 18/19 야간 스키리프트권 + 장비렌탈,강원 춘천시 남산면 북한강변길 688
40095,[서울 광진] 더몬스터페스티벌 인 크리스마스★핫딜,서울 광진구 능동로 209
40096,[강원 횡성] 18/19 웰리힐리파크 투앤조이 스키리프트권,강원 횡성군 둔내면 고원로 451
40098,[강원 평창] 18/19 용평리조트 스키리프트권,강원 평창군 대관령면 올림픽로 715
40102,[경기 광주] 캠핑장 + 실내 스포츠 테마파크 pkg,경기 광주시 곤지암읍 경충대로 731
40104,[경기 파주] 2019파주송어축제&파주프로방스 ★당일여행,서울 구로구 공원로 3
40107,[강원 인제] 인제 빙어축제 ★ 당일여행,강원 인제군 남면 부평리 555-2
40108,[경기 부천] 플레이아쿠아리움 씨워커 체험권,경기 부천시 조마루로 2
40109,[충북 단양] 패러마을 겨울 초특가 패키지,충북 단양군 가곡면 두산길 196-52
40111,[경북 경주] 프로방스 빛축제,경북 경주시 천북남로 101
40112,[강원 강릉] 정동심곡 부채길+강릉항커피거리+솔향수목원 ★ 당일여행,강원 강릉시 강동면 심곡리 114-3
40113,[경기 파주] 벽초지문화수목원 빛축제,경기 파주시 광탄면 부흥로 242
40114,[경기 수원] 캠프VR 수원 성균관대점,경기 수원시 장안구 서부로 2132
40115,[부산 광역] 부산광역 투어패스 + srt 패키지,부산 강서구 가락대로 929
40116,[경기 가평] 자라섬 씽씽 겨울 축제 입장권,경기 가평군 가평읍 읍내리 1035
40117,[경기 용인] 에버랜드 종일/오후권 ★카카오내비 특가,경기 용인시 처인구 포곡읍 에버랜드로 199
40118,[강원 인제] 인제자작나무숲 + 속초먹방투어(조식제공) ★ 당일여행,강원 인제군 인제읍 원대리 763-4
40122,[전북 임실] 임실 산타축제 + 전주 한옥마을 ★ 당일여행,전북 임실군 성수면 도인2길 50
40123,[경기 용인] 캐리비안베이 종일/오후권 ★카카오내비 특가,경기 용인시 처인구 포곡읍 에버랜드로 199
40124,[대구 달성] 네이처파크 윈터페스티벌,대구 달성군 가창면 가창로 891
40125,[강원 춘천] 엘리시안 강촌 18/19 스키리프트권 성수기,강원 춘천시 남산면 북한강변길 688
40126,[강원 춘천] 엘리시안 강촌 18/19 스키리프트권+장비렌탈 성수기,강원 춘천시 남산면 북한강변길 688
40127,[강원 춘천] 엘리시안 강촌 18/19 야간 스키리프트권+장비렌탈 성수기,강원 춘천시 남산면 북한강변길 688
40128,[서울 서초] 스트라이크팡 6개 지점,서울 서초구 강남대로65길 7
40132,[경남 김해] 가야랜드 눈썰매장,경남 김해시 인제로 368
40133,[제주 조천] 레포츠랜드,제주특별자치도 제주시 조천읍 와흘상서2길 47
40135,[경기 고양] 배다골 테마파크 눈썰매장,경기 고양시 덕양구 배다골길 131
40138,[인천 강화] 교동도&석모도 미네랄온천 ★ 당일여행,인천 강화군 삼산면 매음리 645-27
40139,[경기 시흥] 잡스쿨 배곧센터,경기 시흥시 배곧4로 32-29
40140,[제주 안덕] 산방산 탄산온천 ★카카오내비 특가,제주특별자치도 서귀포시 안덕면 사계북로41번길 192
40141,[서울 광진] 건대 더 박스 : 방탈출,서울 광진구 광나루로 369
40142,[서울 종로] EVR 그라운드,서울 종로구 대명길 9
40143,[광주 서구] 신비아파트 상상체험 고스트볼 월드,광주 서구 상무누리로 30
40146,테스트,서울 송파구 올림픽로 240
40147,[경기 광주] 곤지암리조트 스키 리프트권 ★카카오내비 특가,경기 광주시 도척면 도척윗로 278
40148,[경기 광주] 곤지암 악티바 실내 스포츠 테마파크,경기 광주시 곤지암읍 경충대로 731
40149,[광주 서구] 캠프 vr 광주상무점,광주 서구 상무연하로 75
40152,[강원 춘천] 춘천 겨울여행 패키지,강원 춘천시 스포츠타운길 113-1
40153,[충북 충주] 한화리조트 수안보 온천 ★카카오내비 특가,충북 충주시 수안보면 수안보로 321-36
40156,[경기 이천] 미란다 스파플러스 동계시즌 극성수기,경기 이천시 중리천로115번길 45
40157,[충남 아산] 아산스파비스 종일권,충남 아산시 음봉면 아산온천로157번길 67
40161,[경기 포천] 제15회 포천 백운계곡 동장군 축제,경기 포천시 이동면 화동로 2381
40163,[전남 보성] 보성차밭 빛축제 & 전주 & 여수 ★ 무박여행,전남 보성군 회천면 녹차로 617
40164,[강원 강릉] 경포 아쿠아리움 ★카카오내비 특가,강원 강릉시 난설헌로 131
40165,[강원 춘천] 몽키 스키보드 강습권_엘리시안 강촌,강원 춘천시 남면 소주고개로 299
40166,[대구 달서] 이월드 별빛축제 자유이용권 ★카카오내비 특가,대구 달서구 두류공원로 200
40167,[강원 홍천] 알파카월드 ★카카오내비 특가,강원 홍천군 화촌면 풍천리 310
40168,[강원 춘천] 18/19 엘리시안 강촌 리조트 ★렌탈권,강원 춘천시 남산면 북한강변길 688
40169,[강원 평창] 알펜시아 오션700 동계시즌,강원 평창군 대관령면 솔봉로 325
40170,[강원 평창] 알펜시아 오션700 동계시즌 ★카카오내비 특가,강원 평창군 대관령면 솔봉로 325
40171,[대구 동구] 얼라이브 아쿠아리움,대구 동구 동부로 149
40172,[전북 군산] 어드벤처 키즈파크,전북 군산시 새만금북로 437
40173,[대구 동구] 얼라이브 아쿠아리움 2인권,대구 동구 동부로 149
40174,[경기 이천] 테르메덴 온천수 스파 동계시즌 ★카카오내비 특가,경기 이천시 모가면 사실로 984
40177,[서울 강남] 레츠팟 멀티플레이 존 : 논현점,서울 강남구 학동로2길 56
40178,[서울 강동] 렛츠팟 멀티플레이 존 : 천호점,서울 강동구 올림픽로70길 61
40179,[경기 시흥] 렛츠팟 멀티플레이 존 : 정왕점,경기 시흥시 중심상가로 49
40180,[경기 남양주] 렛츠팟 멀티플레이 존 : 덕소점,경기 남양주시 와부읍 덕소로116번길 18-8
40181,[경남 통영] 바다목장호 배낚시,경남 통영시 도산면 잠포길 46
40182,[경기 양주] 송추 스포지움 가족 눈썰매장,경기 양주시 장흥면 호국로 542-20
40183,[제주 안덕] 바이나흐튼 크리스마스 박물관,제주특별자치도 서귀포시 안덕면 평화로 654
40185,[강원 평창] 알펜시아리조트 리프트권 복합권 ★카카오내비 특가,강원 평창군 대관령면 솔봉로 325
40188,[충남 아산] 외암민속마을+지중해마을+온양온천 ★ 당일여행,충남 아산시 송악면 외암민속길9번길 13-2
40189,[경북 청도] 프로방스 빛축제 짚라인패키지 ★카카오내비 특가,경북 청도군 화양읍 삼신리 893-1
40190,[부산 부산진구] 삼정더파크 종일권 ★카카오내비 특가,부산 부산진구 새싹로 295-1
40193,[경남 거제] 비버호 배낚시,경남 거제시 거제면 법동리 536-24
40195,[충남] 금강백제권역 투어패스,대전 중구 사정공원로 70
40197,[경기 광주] 곤지암 중부 컨트리클럽 눈썰매장,경기 광주시 곤지암읍 곤지암리 69-1
40198,[강원 평창] 용평리조트 스키리프트권 ★카카오내비 특가,강원 평창군 대관령면 올림픽로 715
40199,[강원 철원] DMZ 안보체험관광 + 생태평화공원 ★ 당일여행,강원 철원군 김화읍 생창길 481-1
40200,[강원 횡성] 웰리힐리파크 리프트 주간권 PKG (리프트+렌탈) ★카카오내비 특가,강원 횡성군 둔내면 고원로 451
40201,[충북 충주] 라이트월드 ★카카오내비 특가,충북 충주시 남한강로 24
40202,[서울 용산] N 서울타워 ★카카오내비 특가,서울 용산구 남산공원길 105
40203,[경남 김해] 롯데워터파크 눈썰매장,경남 김해시 장유로 555
40204,[경기 과천] 서울랜드 종일권 커플권&패밀리권 ★카카오내비 특가,경기 과천시 광명로 181
40206,[전북 익산] 캠프 vr 익산모현점,전북 익산시 배산로 136
40207,[서울 도봉] 헬로애니멀 귀여운 동물체험,서울 도봉구 마들로 650
40209,[강원 홍천] 대명 비발디파크 스키리프트권+렌탈 패키지,강원 홍천군 서면 한치골길 262
40210,[충남 아산] 파라다이스 스파 도고 ★카카오내비 특가,충남 아산시 도고면 도고온천로 176
40211,[강원 강릉] 하슬라 아트월드 ★카카오내비 특가,강원 강릉시 강동면 율곡로 1441
40212,[서울 삼성] 코엑스 아쿠아리움 ★카카오내비 특가,서울 강남구 영동대로 513
40213,[경기 부천] 플레이아쿠아리움 입장권 ★카카오내비 특가,경기 부천시 조마루로 2
40214,[경기 김포] 피싱파크 진산각 12월,경기 김포시 중봉로33번길 174
40215,[경기 이천] 미란다 스파플러스 동계시즌 극성수기 ★카카오내비 특가,경기 이천시 중리천로115번길 45
40216,[대구 동구] 얼라이브 아쿠아리움 ★카카오내비 특가,대구 동구 동부로 149
40217,[강원 춘천] 18/19 엘리시안 강촌 G20 리프트권,강원 춘천시 남산면 북한강변길 688
40218,[전북 부안] 원숭이학교 + 부안투어패스,전북 부안군 상서면 감교리 505
40219,[강원 삼척] 삼척 쏠비치 아쿠아월드 종일권,강원 삼척시 수로부인길 453
40220,[경기 용인] 에버랜드 레귤러 연간이용권,경기 용인시 처인구 포곡읍 에버랜드로 199
40221,[경기 용인] 에버랜드 레귤러 연간이용권,경기 용인시 처인구 포곡읍 에버랜드로 199
40223,[강원 평창] 휘닉스평창 18/19시즌 스키리프트권+KFC 패키지,강원 평창군 봉평면 태기로 174
40224,[경기 용인] 에버랜드 셀렉트 연간이용권,경기 용인시 처인구 포곡읍 에버랜드로 199
40225,[경기 고양] 캠프vr 일산 웨스턴돔,경기 고양시 일산동구 정발산로 23
40226,[충남 공주] 노라쥬 실내동물원,충남 공주시 정안면 인풍태성길 12
40227,[서울 광진] 위 vr,서울 광진구 능동로 131
40229,[서울 강남] 나의어린왕자에게 展 ★ 인기 실내 전시회,서울 강남구 선릉로 807
40231,[서울 용산] 앨리스 인 원더랜드 ★ 인기 실내 전시회,서울 용산구 이태원로 29
40232,[부산 해운대] 신카이마코토 展 ★ 인기 실내 전시회,부산 해운대구 APEC로 55
40233,[경기 파주] 헤이리 예술아 노올자,경기 파주시 탄현면 헤이리마을길 93-75
40234,[경기 포천] 주파크,경기 포천시 소흘읍 죽엽산로 645
40235,[경기 파주] 헤이리 공룡탐험대,경기 파주시 탄현면 헤이리마을길 93-75
