LSR_GOODS_CD,LSR_GOODS_NM,FCLTY_ROAD_NM_ADDR
65285,[제주 서귀포] 불빛정원+아쿠아플라넷,제주특별자치도 제주시 애월읍 평화로 2346
65287,[경남 양산] 에덴밸리리조트 루지 양산 이용권 2월,경남 양산시 원동면 어실로 1206
65289,[제주 서귀포] 중문카트+카멜리아힐,제주특별자치도 서귀포시 일주서로 1114
65291,[제주 중문] 세계자동차&피아노 박물관+에코랜드,제주특별자치도 서귀포시 안덕면 중산간서로 1610
65293,[반포] 얼리버드 특가 레인보우브릿지 요트투어 (3/1~5/31),서울 서초구 올림픽대로 683
65295,[설렌타인★] 롯데월드 서울스카이 2월 특가,서울 송파구 올림픽로 300
65297,[경북투어패스] 영덕해맞이 투어패스 48시간권,경북 경주시 양정로252번길 17-12
65299,[강원 홍천] 2월 특가 비발디파크 스키 리프트/렌탈/타임패스권,강원 홍천군 서면 한치골길 262
65301,[강원 홍천] 2월 특가 스노우 테마파크 스노위랜드,강원 홍천군 서면 한치골길 262
65310,[★단독] 웰리힐리파크 리프트 단독특가,강원 횡성군 둔내면 고원로 451
65312,[경기 포천] 베어스타운 리프트권 (-03/01),경기 포천시 내촌면 금강로2536번길 27
65314,[설렌타인★] 단양 패러1번지 특가,충북 단양군 가곡면 두산길 196-86
65316,[강원 원주] 20/21 오크밸리 리프트 이용권,강원 원주시 지정면 오크밸리1길 66
65318,[제주 한림] 놀라운 트릭아이미술관,제주특별자치도 제주시 한림읍 광산로 942
65320,[제주 제주시] 브릭캠퍼스,제주특별자치도 제주시 1100로 3045
65322,[★봄나들이] 코엑스 아쿠아리움 2인권,서울 강남구 영동대로 513
65324,[제주 서귀포] 조랑말타운 승마,제주특별자치도 서귀포시 표선면 번영로 2486
65326,[제주 구좌] 제주 스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930
65409,[설렌타인★] 홍천 알파카월드 특가,강원 홍천군 화촌면 풍천리 310
65411,[서울 송파] 롯데월드 어드벤처 연간 2월 그린권 2차,서울 송파구 올림픽로 240
65416,[설렌타인★] 롯데월드 어드벤처 2월 특가,서울 송파구 올림픽로 240
65443,[제주 서귀포] 허브동산,제주특별자치도 제주시 구좌읍 금백조로 930
65451,[설렌타인★] 여수 유월드 루지 테마파크 추천상품,전남 여수시 소라면 안심산길 155
65456,[경북] 울진 성류굴,경북 울진군 근남면 성류굴로 221
65458,[부산] 뮤지엄오브일루전,부산 해운대구 수영강변대로 120
65543,[전남 여수] 예술랜드,전남 여수시 돌산읍 무술목길 142-1
65545,[★봄나들이] 대관령 주주파크 목동체험,강원 평창군 대관령면 꽃밭양지길 51-30
65547,[★봄나들이] 여수예술랜드 리조트 ★단독특가,전남 여수시 돌산읍 무술목길 142-1
65550,[★테마파크특가] 네이처파크 이용권 1+1특가,대구 달성군 가창면 가창로 891
65552,[경기 용인] 로만바스 평일 온천이용권 (2/17~4/30 중 평일),경기 용인시 처인구 삼가동 421-3
65554,[경기 파주] 헤이리 사파리 체험 테마파크,경기 파주시 탄현면 헤이리마을길 93-75
65556,[★화이트데이 특가★] 양평 양떼목장,경기 양평군 용문면 광탄리 300
65558,[★봄나들이] 단양 패러1번지 특가,충북 단양군 가곡면 두산길 196-86
65560,[★타임특가] 비발디파크 스노위랜드 종일권 & 오션월드 특가,강원 홍천군 서면 한치골길 262
65562,[★화이트데이] 스누피가든 특가,제주특별자치도 제주시 구좌읍 금백조로 930
65582,[강원 평창] 용평리조트 발왕산 케이블카&스카이워크,강원 평창군 대관령면 올림픽로 715
65584,[충남 태안] 아일랜드 리솜 오아식스 선셋스파(~3/31)/당일사용불가,충남 태안군 안면읍 꽃지해안로 204
65586,[전북 고창] 석정휴스파 온천,전북 고창군 고창읍 석정2로 173
65588,[경북투어패스] 울릉 관음도,경북 울릉군 북면 천부길
65590,[전북 고창] 석정 온천 휴스파 (온천+스파)(3/2~4/30),전북 고창군 고창읍 석정2로 173
65592,[★단독] 키자니아 서울/부산 어린이 체험테마파크 1+1 이용권,서울 송파구 올림픽로 240
65594,[서울 강동] 브이센터(~8월),서울 강동구 아리수로61길 103
65596,[경북 문경] 문경 짚라인,경북 문경시 불정길 174
65598,[용인] 에버랜드 종일이용권(~21/3/31),경기 용인시 처인구 포곡읍 에버랜드로 199
65668,[★테마파크특가] 여수 유월드 루지 테마파크,전남 여수시 소라면 안심산길 155
65670,[★테마파크특가] 롯데월드 아쿠아리움 (~3/14),서울 송파구 올림픽로 300
65673,[★놀거리특가] 이월드 자유이용권(~3/31),대구 달서구 두류공원로 200
65676,[전남] 여수 유월드 루지 테마파크 패밀리 추천상품,전남 여수시 소라면 안심산길 155
65678,[★키즈대전] 벡스코 상상체험 키즈월드,부산 해운대구 APEC로 30
65681,[용인] 에버랜드 종일이용권(~21/3/31),경기 용인시 처인구 포곡읍 에버랜드로 199
65683,[서울 송파] 롯데월드 아쿠아리움 3월,서울 송파구 올림픽로 300
65685,[전남] 해남투어패스,전라남도 해남군
65687,[전남] 해남투어패스+자연스토리 체험권 PKG,전라남도 해남군
65690,[★키즈대전] 전국 코코몽키즈랜드 9개점,서울 송파구 충민로 66
65692,[강원]정선평창투어패스+정선레일바이크 PKG,강원도 정선군 화암면 화암동굴길 12-8
65694,[강원]정선투어패스 + 로미지안가든 PKG,강원도 정선군 화암면 화암동굴길 12-8
65696,[대구 달서] 이월드 83타워 전망대&아이스링크 PKG 3월,대구 달서구 두류공원로 200
65708,[전남] 해남투어패스+설아다원 다도체험 PKG,전라남도 해남군
65710,[대구] 네이처파크 플라워페스티벌,대구 달성군 가창면 가창로 891
65712,[강원 횡성] 웰리힐리파크 룸온리 플러스 특가,강원 횡성군 둔내면 고원로 451
65718,[★특가] 곤지암리조트 20/21 화이트시즌 굿바이 특가,경기 광주시 도척면 도척윗로 278
65720,[★특가] 이랜드크루즈 한강 뮤직크루즈 특가,서울 영등포구 여의동로 280
65722,[전국] 11개점 코코몽키즈랜드 키즈카페 3월,서울 송파구 충민로 66
65732,[서울 영등포] 이랜드크루즈 한강유람선 3/4월,서울 영등포구 여의동로 280
65734,[서울 송파] 롯데월드 어드벤처 패밀리권 : 3월,서울 송파구 올림픽로 240
65736,[전국] 히어로보드게임카페 10개점,서울 송파구 올림픽로 240
65745,[경북] 안동투어패스,경북 안동시 관광단지로 346-30
65747,[서울 삼성] 코엑스 아쿠아리움 2021 3월,서울 강남구 영동대로 513
65749,[★특가] 롯데월드 어드벤처 연간 그린권,서울 송파구 올림픽로 240
65751,[서울 송파] 롯데월드 어드벤처 연간 3월 그린권,서울 송파구 올림픽로 240
65753,[경북 경주] 경주월드 자유이용권 3월,경북 경주시 보문로 544
65771,제주  아쿠아플라넷 3월,제주특별자치도 서귀포시 성산읍 섭지코지로 95
65773,[경기 파주] 쥬라리움 파주점,경기 파주시 탄현면 새오리로 69
65775,[경기] 여주투어패스,경기 여주시 강천면 이문안길 21
65777,키자니아 서울/부산 어린이 체험테마파크 (3/1~3/31),서울 송파구 올림픽로 240
65780,[놀거리특가★] 롯데월드 어드벤처 3월 특가,서울 송파구 올림픽로 240
65788,[서울 잠실] 롯데월드 서울스카이 3월,서울 송파구 올림픽로 300
65790,[서울 송파] 롯데월드 아이스링크★,서울 송파구 송파대로 521
65792,[전남 여수] 미남크루즈 여수밤바다 3월,전남 여수시 돌산읍 돌산로 3617-22
65800,[대전] 대전투어패스,대전 중구 사정공원로 70
65803,[인천] 인천투어패스 옥토끼우주센터+해든뮤지움 PKG,인천 강화군 불은면 강화동로 403
65804,[전남 여수] 여수 아쿠아플라넷 5~6월,전남 여수시 오동도로 61-11
65805,[경기 고양] 일산 아쿠아플라넷,경기 고양시 일산서구 한류월드로 282
65806,[서울 영등포] 아쿠아플라넷 63 3월,서울 영등포구 63로 50
65807,[경기 과천] 서울랜드 종일권,경기 과천시 광명로 181
65808,[경기 과천] 서울랜드 AFTER2 파크이용권,경기 과천시 광명로 181
65809,[경기 과천] 서울랜드 어린이 종일권,경기 과천시 광명로 181
65810,[경기 과천] 서울랜드 AFTER4 파크이용권,경기 과천시 광명로 181
65901,[서울 송파] 롯데월드 민속박물관,서울 송파구 송파대로 521
65903,[경기] 여주투어패스+여주도예촌 PKG,경기 여주시 강천면 이문안길 21
65905,[인천] 인천투어패스 옥토끼우주센터+해든뮤지움 PKG,인천 강화군 불은면 강화동로 403
65906,[제주 서귀포] 중문카트+에코랜드,제주특별자치도 서귀포시 일주서로 1114
65907,[제주 서귀포] 레트로 보이즈,제주특별자치도 서귀포시 태평로 363
65911,[강원 평창] 용평리조트 발왕산 케이블카&스카이워크,강원 평창군 대관령면 올림픽로 715
65916,금강백제권역투어패스,대전 중구 사정공원로 70
65921,[전남] 여수 유월드 루지테마파크+미남크루즈 PKG,전남 여수시 소라면 안심산길 155
65933,"[경기 포천] 평강랜드, 사계절 테마파크",경기 포천시 영북면 우물목길 171-18
65934,[울산 남구] 크로스 롤러스케이트장 : 뉴코아아울렛점,울산 남구 삼산로 217
65939,[강촌] 잠빌 레저 카트+ ATV사륜바이크 자유투어,강원 춘천시 남산면 강촌로 163
65940,[충남 예산] 내포보부상촌 입장권,충남 예산군 덕산면 온천단지1로 55
65941,[경기 포천] 포천 어메이징파크,경기 포천시 신북면 탑신로 860
65943,[대구]동성로 스파크랜드 블루존 (해피빌런즈),대구 중구 동성로6길 61
65945,[대구] 동성로 스파크랜드,대구 중구 동성로6길 61
65964,[제주] 라마다 프라자 제주 호텔 더 블루 뷔페,제주특별자치도 제주시 탑동로 66
65967,[충청] 공주부여 투어패스,충남 공주시 반포면 수목원길 25
65975,[거제도] 크로스 롤러스케이트장 : 거제고현점,울산 남구 삼산로 217
65978,[서울 신림] 이색데이트 러브낚시카페,서울 관악구 봉천로 421
65981,[강촌] 강촌역레저 호야네+ATV+카트+서바이벌,강원 춘천시 남산면 방곡리 385-6
65982,[특가★] SEA LIFE 부산아쿠아리움 특가,부산 해운대구 해운대해변로 266
65983,[경기] 안성 팜랜드,경기 안성시 공도읍 대신두길 28
65986,[아쿠아리움대전★] 제주 아쿠아플라넷 3월 특가,제주특별자치도 서귀포시 성산읍 섭지코지로 95
65987,[아쿠아리움대전★] 아쿠아플라넷 63,서울 영등포구 63로 50
65994,[아쿠아리움대전★] 일산 아쿠아플라넷 3월 특가,경기 고양시 일산서구 한류월드로 282
65995,[아쿠아리움대전★] 여수 아쿠아플라넷 3월,전남 여수시 오동도로 61-11
65996,"[놀거리특가★] 알파카와 떠나는 봄 힐링여행, 알파카월드",강원 홍천군 화촌면 풍천리 310
65997,[★화이트데이] 대천 국가대표 패러글라이딩 특가,충남 보령시 성주산로 72
65998,[제주 서귀포시] 윈드1947카트+카멜리아힐,제주특별자치도 서귀포시 토평공단로 78-27
66001,[제주 서귀포] 윈드1947카트+휴애리,제주특별자치도 서귀포시 토평공단로 78-27
66002,[제주 서귀포] 윈드 1947카트+제라진 오프로드,제주특별자치도 서귀포시 토평공단로 78-27
66003,[★놀거리특가] 양평 양떼목장,경기 양평군 용문면 광탄리 300
66004,[제주] 아이스뮤지엄3D착시+5D영상+플레이박스VR,제주특별자치도 제주시 은수길 69
66005,[경기 남양주] 더드림핑 웨이브서프&수상레저(-4/30),경기 남양주시 화도읍 금남리 105-1
66006,[부산 해운대] 부산 아쿠아리움 벗꽃 특가,부산 해운대구 해운대해변로 266
66007,[경북] 울릉 예림원,경북 울릉군 북면 울릉순환로 2746-24
66008,[제주 서귀포] 그대나의뮤즈,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89
66009,[제주 서귀포] 윈드1947 카트+ 제주민속촌,제주특별자치도 서귀포시 토평공단로 78-27
66010,[제주 서귀포] 일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30
66011,[제주 서귀포] 도자기체험카페,제주특별자치도 서귀포시 중산간서로 188
66012,[제주] 수목원길 본초족욕,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89
66013,[제주] 유리의성+마법의숲,제주특별자치도 제주시 한경면 녹차분재로 462
66014,[제주 서귀포] 오늘은 녹차족욕,제주특별자치도 서귀포시 표선면 중산간동로 4772
66015,[제주] 신비의도로 카트 체험장,제주특별자치도 제주시 노형동 187-3
66018,[제주] 아이스뮤지엄&3D착시아트+5D영상+VR1회+초콜릿만들기체험,제주특별자치도 제주시 은수길 69
66019,[제주] 아이스뮤지엄 3D착시아트+5D영상관,제주특별자치도 제주시 은수길 69
66020,[경남 창원] 마산 로봇랜드 파크 패밀리권 주중권 (~06/30),경남 창원시 마산합포구 구산면 로봇랜드로 250
66021,[경남 창원] 로봇랜드 주말파크 더블할인 이용권,경남 창원시 마산합포구 구산면 로봇랜드로 250
66022,[경남 창원] 마산 로봇랜드 주중파크 이용 더블권 (~06/30),경남 창원시 마산합포구 구산면 로봇랜드로 250
66023,[경남 창원] 로봇랜드 주말 파크이용 패밀리권 (~06/30),경남 창원시 마산합포구 구산면 로봇랜드로 250
66024,[★선착순특가] 롯데월드 서울스카이 스카이브릿지,서울 송파구 올림픽로 300
66025,[경주] 한화리조트 뽀로로 아쿠아빌리지,경북 경주시 보문로 182-27
66026,[서울 잠실] 롯데월드 서울스카이 스카이브릿지 : 3월,서울 송파구 올림픽로 300
66027,[특가★] 롯데월드 서울스카이 3월,서울 송파구 올림픽로 300
66039,[한화] 설악워터피아 입장권 (3/2-3/31),강원 속초시 미시령로2983번길 88
66041,"[경북 경주] 365일 힐링파크, 경주엑스포대공원 이용권",경북 경주시 경감로 614
66054,"[★레저최저가특가] 알파카와 떠나는 봄 힐링여행, 알파카월드",강원 홍천군 화촌면 풍천리 310
66055,[찜카] 제주 렌터카 할인권,제주특별자치도 제주시 첨단로 330
66056,[찜카] 제주 렌터카 : 10만원권,제주특별자치도 제주시 첨단로 330
66057,[찜카] 제주 렌터카 : 15만원권,제주특별자치도 제주시 첨단로 330
66058,[찜카] 제주 렌터카 : 20만원권,제주특별자치도 제주시 첨단로 330
66059,[찜카] 내륙 렌터카 할인권,서울특별시 영등포구 의사당대로 3
66060,[찜카] 내륙 렌터카 : 10만원권,서울특별시 영등포구 의사당대로 3
66061,[찜카] 내륙 렌터카 : 15만원권,서울 영등포구 의사당대로 3
66062,[찜카] 내륙 렌터카 : 20만원권,서울 영등포구 의사당대로 3
66063,롯데월드 어드벤처 연간 3월 그린권 2차,서울 송파구 올림픽로 240
66064,[경기 화성] 라바팜 스토리,경기 화성시 남양읍 남양로368번길 127-1
66065,[특가★] 롯데월드 아쿠아리움 3월 특가,서울 송파구 올림픽로 300
66066,[강원] 웰리힐리파크 스프링시즌 웰리딜리 PKG,강원 횡성군 둔내면 고원로 451
66067,[강원 횡성] 웰리힐리파크 스프링시즌 룸온리 플러스 특가,강원 횡성군 둔내면 고원로 451
66184,[경기] 캐니언파크 평택점,경기 평택시 비전5로 10
66185,[★1+1특가] 키자니아 서울/부산 어린이 체험테마파크 특가,서울 송파구 올림픽로 240
66188,[제주 서귀포] 마라도 가는 여객선,제주특별자치도 서귀포시 대정읍 송악관광로 424
66189,[경기] 남양주 딸기농장,경기 남양주시 조안면 송촌리 356-1
66190,[제주 조천] 레포츠랜드,제주특별자치도 제주시 조천읍 와흘상서2길 47
66191,[제주 서귀포] 서광카트체험장,제주특별자치도 서귀포시 안덕면 중산간서로 1881
66192,[경기 고양] 일산가좌 딸기랑농장,경기 고양시 일산서구 송산로 332
66193,[제주] 차귀도달래배낚시(사전예약필수),제주특별자치도 제주시 한경면 노을해안로 1167
66194,[대구 달서] 이월드 커플권 할인위크 특가,대구 달서구 두류공원로 200
66195,[제주 제주시] 유리박물관 : 이색박물관,제주특별자치도 제주시 청사로 26
66196,[경기 파주] 파주월롱 딸기농장,경기 파주시 월롱면 도감로 247-26
66197,[제주 서귀포] 유리박물관 : 이색 박물관,제주특별자치도 제주시 한경면 노을해안로 1167
66198,[제주 조천] 신흥바다낚시공원,제주특별자치도 제주시 조천읍 조함해안로 273-33
66199,[제주] 마라도가는 여객선,제주특별자치도 서귀포시 대정읍 송악관광로 424
66200,[제주 한림] 한림공원,제주특별자치도 제주시 한림읍 한림로 300
66204,[★키즈대전] 남양주 딸기농장 특가,경기 남양주시 조안면 송촌리 356-1
66205,[★키즈대전] 파주월롱 딸기농장 특가,경기 파주시 월롱면 도감로 247-26
66206,[★키즈대전] 일산가좌 딸기랑농장,경기 고양시 일산서구 송산로 332
66206,[★키즈대전] 일산가좌 딸기랑농장,경기 고양시 일산서구 송산로 332
66207,"[★화이트데이] 알파카와 떠나는 봄 힐링여행, 알파카월드",강원 홍천군 화촌면 풍천리 310
66208,[★화이트데이] 남산 N서울타워 전망대 이용권,서울 용산구 남산공원길 105
66209,[★화이트데이] 양평 양떼목장,경기 양평군 용문면 광탄리 300
66210,[강원 홍천] 오션월드 종일권 상시(~4/30),강원 홍천군 서면 한치골길 262
66211,[★키즈대전] 여주 주주팜,경기 여주시 능현동 432-1
66212,[대전 중구] 대전 오월드 자유이용권 3월,대전 중구 사정공원로 70
66213,[전북 남원] 나도 비행기조종사 k-1항공,전라북도 남원시 요천로 2272
66214,[★화이트데이] 부산 엑스더스카이 특가,부산광역시 해운대구 달맞이길 30
66215,[★키즈대전] 플레이티카 구리점,경기도 구리시 동구릉로136번길 47
66216,[★화이트데이] 동성로 스파크랜드,대구 중구 동성로6길 61
66217,[화이트데이 특가] [대구] 동성로 태왕스파크 스파크랜드,대구 중구 동성로6길 61
66218,[★화이트데이] 동성로 해피빌런즈 테마파크,대구 중구 동성로6길 61
66219,[★단독] 용인 에버랜드 종일이용권 (~3/31),경기 용인시 처인구 포곡읍 에버랜드로 199
66220,[전북 남원] 나도 비행기조종사 k-1항공,전라북도 남원시 요천로 2272
66221,[충남 대천] 짚트랙,충청남도 보령시 해수욕장10길 79
66222,[부산 해운대] BOE 방탈출+아쿠아리움 PKG,부산 해운대구 해운대해변로 291
66223,[강원 평창] 용평리조트 리프트 반일권,강원 평창군 대관령면 올림픽로 715
66224,[★특가] [서울 용산] 남산 N서울타워 전망대 이용권,서울 용산구 남산공원길 105
66225,[제주] 마라도 정기 여객선+짜장&짬뽕PKG,제주특별자치도 서귀포시 대정읍 송악관광로 424
66226,[★인기] 부산 엑스더스카이(엘시티전망대),부산 해운대구 달맞이길 30
66227,[강원 홍천] 가리산 레포츠파크,강원 홍천군 두촌면 가리산길 426
66228,[제주 애월] 아르떼뮤지엄 특가,제주특별자치도 제주시 애월읍 어림비로 478
66229,[제주] 48시간 프리패스 제주자유이용권,제주특별자치도 제주시 애월읍 광령평화2길 1
66340,[경주] 동궁원+경주엑스포대공원 PKG,경북 경주시 보문로 74-14
66346,[인천 부평] 인생네컷,"인천광역시 부평구 부평문화로66번길 21 3,4층"
66357,[서울 신촌] 숲속한방랜드 주간 입장권(~4/30),서울특별시 서대문구 봉원사길 75-7
66358,[키즈특가★] 전국 플레이타임 키즈카페 특가,서울특별시 구로구 경인로 662
66359,[키즈특가★] 전국 챔피언 키즈카페,경기 부천시 길주로 118
66364,[서울 영등포] 아쿠아플라넷 63 입장권/ 종합권,서울 영등포구 63로 50
66365,[경주] 야경 명소 경주엑스포대공원 루미나 해피 할로윈,경북 경주시 경감로 614
66366,[파주] 퍼스트가든 양식2인세트+입장권2인/1일전구매,경기 파주시 탑삭골길 260
66367,[★단독] 에버랜드 종일이용권(4/1~4/30),경기 용인시 처인구 포곡읍 에버랜드로 199
66374,[용인]얼리버드 에버랜드 종일이용권(4/1~4/30),경기 용인시 처인구 포곡읍 에버랜드로 199
66375,[용인] 얼리버드 에버랜드 종일이용권(4/1~4/30),경기 용인시 처인구 포곡읍 에버랜드로 199
66378,"[★놀거리특가] 알파카와 떠나는 봄 힐링여행, 알파카월드",강원 홍천군 화촌면 풍천리 310
66379,[★놀거리특가] 양평 양떼목장,경기 양평군 용문면 광탄리 300
66382,"[★단독 특가] 알파카와 떠나는 봄 힐링여행, 알파카월드",강원 홍천군 화촌면 풍천리 310
66385,[경주] 대릉원(천마총),경북 경주시 황남동
66386,[★특가] 아쿠아필드 하남 워터파크/복합권 (3/19~4/30),경기 하남시 미사대로 750
66387,[★놀거리특가] 제주 그대나의뮤즈 특가,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89
66388,[경주] 양동마을,경상북도 경주시 강동면 양동마을길 93
66389,[경주] 동궁과 월지,경상북도 경주시 원화로 102
66390,[특가★] 아쿠아필드 찜질스파 하남점 (3/19~4/30),경기 하남시 미사대로 750
66404,[★특가] 롯데월드 어드벤처(~6/30),서울 송파구 올림픽로 240
66405,[특가★] 오션월드 종일권 특가,강원 홍천군 서면 한치골길 262
66408,[용인] 에버랜드 종일이용권 (~3/31),경기 용인시 처인구 포곡읍 에버랜드로 199
66411,[★놀거리특가] 일산 아쿠아플라넷 특가,경기 고양시 일산서구 한류월드로 282
66412,[★놀거리특가] 제주 아쿠아플라넷 특가,제주특별자치도 서귀포시 성산읍 섭지코지로 95
66417,[제주 서귀포] 신화월드테마파크&워터파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38
66426,[★놀거리특가] 롯데월드 서울스카이(~4/11),서울 송파구 올림픽로 300
66427,[전남 여수] 여수 해상짚트랙 그랜드 오픈 특가,전라남도 여수시 돌산읍 강남로 11
66428,[★특가] 대구 이월드 자유이용권,대구 달서구 두류공원로 200
66429,[제주] 제주 오름 도슨트 체험,"제주특별자치도 제주시 신대로 53, 2층"
66574,[제주] 샹그릴라 선셋요트+애프터눈티 세트,제주특별자치도 서귀포시 중문관광로 154-17
66577,[과천] 서울대공원 리프트PKG (리프트+동물원 입장권),경기 과천시 막계동 산 121-2
66578,[경남 통영] 스카이라인 루지 통영 4회권/5회권,경남 통영시 발개로 178
66579,[★놀거리특가] 에버랜드 종일이용권(4/1~4/30),경기 용인시 처인구 포곡읍 에버랜드로 199
66580,[★놀거리특가] 코엑스 아쿠아리움 오전/오후권,서울 강남구 영동대로 513
66583,[★특가] 키자니아 서울/부산 어린이 체험테마파크 특가,서울 송파구 올림픽로 240
66587,키자니아 서울/부산 어린이 체험테마파크 (4~5월),서울 송파구 올림픽로 240
66588,[★놀거리특가] 이천 테르메덴 특가 (~4/30),경기 이천시 모가면 사실로 984
66589,[경기 이천] 별빛정원우주 4월,경기 이천시 마장면 덕이로154번길 287-76
66590,[서울 반포] 한강에 피크닉,"서울특별시 서초구 반포대로 316, 206호"
66591,[서울 삼성] 코엑스 아쿠아리움 2021 4월,서울 강남구 영동대로 513
66592,[★놀거리특가] 롯데월드 아쿠아리움,서울 송파구 올림픽로 300
66593,[서울 삼성] 코엑스아쿠아리움 2021 무제한이용권,서울 강남구 영동대로 513
66594,[★키즈대전]  네이처파크 이용권 1+1,대구 달성군 가창면 가창로 891
66595,[부산 광안리] 광안리 요트투어,"부산 해운대구 해운대해변로 84, 수영만요트장 1-19B"
66596,포천 평강랜드 2인 피크닉세트 + 2인 입장권,경기 포천시 영북면 우물목길 171-18
66597,[충북 제천] 해브나인스파 (~21/4/4)/당일사용불가,충북 제천시 백운면 금봉로 365
66599,[★특가] [여수] 여수예술랜드 미디어아트 / 조각공원 / 트릭아트,전남 여수시 돌산읍 무술목길 142-1
66600,[경기 하남] 하남 쥬라리움 실내 동물원,경기 하남시 미사강변한강로 209
66601,[★특가] [여수] 여수예술랜드 미디어아트 / 조각공원 / 트릭아트,전남 여수시 돌산읍 무술목길 142-1
66602,[경기 화성] 쥬라리움 동탄점,경기 화성시 동탄기흥로257번가길 31
66603,[경기 파주] 쥬라리움 파주점 4월,경기 파주시 탄현면 새오리로 69
66604,[경남 밀양] 삼량진 트윈터널 테마파크,경남 밀양시 삼랑진읍 삼랑진로 537-11
66605,[★특가]전남 여수 판타지아드림 서커스,전남 여수시 돌산읍 무술목길 139
66606,[특가★][전남 여수] 판타지아드림 서커스,전남 여수시 돌산읍 무술목길 139
66607,[충남 태안] 아일랜드 리솜 오아식스 선셋스파 (~4/30),충남 태안군 안면읍 꽃지해안로 204
66608,[충남 예산] 덕산 스플라스,충남 예산군 덕산면 온천단지3로 45-7
66609,[★특가] 여수예술랜드 리조트 룸온리특가,전남 여수시 돌산읍 무술목길 142-1
66610,[★특가] 여수예술랜드 리조트 룸온리특가,전남 여수시 돌산읍 무술목길 142-1
66611,[용인] 에버랜드 종일이용권(21/4/1~21/5/31),경기 용인시 처인구 포곡읍 에버랜드로 199
66612,[용인] 에버랜드 종일이용권(21/4/1~21/5/31),경기 용인시 처인구 포곡읍 에버랜드로 199
66613,[전국] 11개점 코코몽키즈랜드 키즈카페 4월,서울 송파구 충민로 66
66614,"[용인] 에버랜드 화,수,목 종일이용권 (21/4/1~21/5/31)",경기 용인시 처인구 포곡읍 에버랜드로 199
66615,[용인] 에버랜드 종일이용권(날짜지정형)(21/4/1~21/5/31),경기 용인시 처인구 포곡읍 에버랜드로 199
66616,"[용인] 에버랜드 화,수,목 종일이용권 (21/4/1~21/5/31)",경기 용인시 처인구 포곡읍 에버랜드로 199
66617,[경북 울진] 덕구온천 스파월드 4월,경북 울진군 북면 덕구온천로 924
66619,[경기 용인] 에버랜드 종일이용권(방문날짜 지정) (4/1~4/30),경기 용인시 처인구 포곡읍 에버랜드로 199
66620,[경기 과천] 서울랜드 AFTER6 파크이용권,경기 과천시 광명로 181
66621,[강원 춘천] 제이드가든,강원도 춘천시 남산면 햇골길 80
66622,[충남 태안] 2021 태안 세계 튤립 꽃박람회 얼리버드,충남 태안군 안면읍 꽃지해안로 400 꽃지해안공원
66755,[경주] 황룡사역사문화관,경상북도 경주시 임해로 64-19
66758,[강원 강릉] 스카이베이호텔 경포 인피니티풀&실내수영장,강원도 강릉시 해안로 476
66759,[서울 잠실] 롯데월드 어드벤처 종합이용권 : 4월,서울 송파구 올림픽로 240
66760,[경북 경주] 경주월드 자유이용권 4월,경북 경주시 보문로 544
66761,[서울 잠실] 롯데월드 어드벤처 패밀리권 : 4월,서울 송파구 올림픽로 240
66762,[서울 송파] 롯데월드 어드벤처 로티얼굴풍선 헤어밴드 PKG : 4월,서울 송파구 올림픽로 240
66763,[서울 송파] 롯데월드 어드벤처 회전목마 인생사진 PKG : 4월,서울 송파구 올림픽로 240
66764,[서울 송파] 롯데월드 어드벤처 포토 패키지 : 4월,서울 송파구 올림픽로 240
66765,[서울 서초] 세빛섬 골든블루마리나 요트투어,서울특별시 서초구 올림픽대로 2085-14
66766,[★특가] 경주월드 자유이용권 4월,경북 경주시 보문로 544
66767,[강원 평창] 오션 700 종일권/오후권 비수기(~7/16),강원 평창군 대관령면 솔봉로 325
66768,[남산] N서울타워 전망대+더플레이스 다이닝 패키지,서울 용산구 남산공원길 105
66769,[남산] N서울타워 전망대+더플레이스 다이닝 패키지,서울 용산구 남산공원길 105
66770,[대구 달서] 이월드 83타워 전망대&아이스링크 PKG 4월,대구 달서구 두류공원로 200
66771,[강원 동해] 동해보양온천,강원 동해시 동해대로 6281
66772,[경북 경주] 김유신장군묘,경상북도 경주시 임해로 64-19
66773,[경기] 안성 팜랜드,경기 안성시 공도읍 대신두길 28
66774,제주  아쿠아플라넷 4월,제주특별자치도 서귀포시 성산읍 섭지코지로 95
66775,[경기 용인] 에버랜드 종일이용권(방문날짜 지정) (5/1~5/31),경기 용인시 처인구 포곡읍 에버랜드로 199
66776,[서울 송파] 롯데월드 아쿠아리움 4월,서울 송파구 올림픽로 300
66777,[충북 단양] HKC 한국 패러글라이딩,충북 단양군 가곡면 두산길 196-86
66778,[한화] 설악워터피아 입장권 (3/29-4/30),강원 속초시 미시령로2983번길 88
66779,[서울 삼성] 바운스 트램폴린 파크 삼성센터,서울특별시 강남구 영동대로 325
66780,[서울 송파] 롯데월드 아쿠아리움 +서울스카이 패키지 4월,서울 송파구 올림픽로 300
