LSR_GOODS_CD,LSR_GOODS_NM
83002,[대구 달서] 이월드 83타워 전망대&아이스링크 PKG 4월
83003,[경남 거제] 파노라마케이블카(일반캐빈 왕복) +저도크루즈(저도 입도)
83004,[경남 거제] 구조라유람선(외도)+거제파노라마케이블카PKG
83005,[강원 평창] 2021/2022시즌 용평리조트 리프트 주간권
83006,[경기 안성] 안성팜랜드
83007,"내셔널지오그래픽사진전 포토아크, 너의이름은"
83008,[용인] 에버랜드 종일이용권(4/1~6/10)
83009,[신세계 이마트] 신세계이마트 5만원 상품권 교환권
83010,[서울 송파] 롯데월드 어드벤처 종합이용권 4월
83011,[서울 송파]롯데월드 어드벤처 회전목마 인생사진 PKG 4월
83016,[충남 아산] 아산스파비스 이용권 (4/1~6/30)
83017,[서울 송파] 롯데월드 어드벤처 인생네컷 PKG 4월
83020,[파주] 퍼스트가든바이킹 오픈기념 해피티켓/1일전구매
83021,[파주] 퍼스트가든 평일 엑티비티PKG/1일전구매
83022,[서울 송파] 롯데월드 어드벤처 연간그린권 야놀자 단독 프로모션(굿즈제공)
83023,[전남 목포] 삼학도 크루즈
83089,[경기 용인] 에버랜드 오후이용권(방문날짜 지정) (4/1~4/30)
83090,[서울 송파] 롯데월드 아쿠아리움 + 서울스카이 PKG 4월
83093,[서울 잠실] 서울스카이 입장권 4월
83094,[서울 송파] 롯데월드 아쿠아리움 4월
83099,[서울 송파] 롯데월드 나이트 아쿠아리움 4월
83102,[서울 잠실] 서울스카이 주야권 4월
83105,[경기 용인] 에버랜드 종일이용권(방문날짜 지정) (4/1~4/30)
83106,"[경기 용인] 에버랜드 화,수,목 종일권(방문날짜지정) (4/1~5/31)"
83107,[ 용인]포레스트캠프+에버랜드 오후권 (방문날짜 지정) (4/1~4/30)
83108,[모자이카] 제주 렌터카 할인권
83109,[모자이카] 내륙 렌터카 할인권
83110,[모자이카] 제주 렌터카
83111,[찜카] 전국 렌터카 : 내륙 할인권
83112,[모자이카] 내륙 렌터카
83113,[전남 여수] 여수 테디베어 + 여수 케이블카 PKG
83114,[찜카] 전국 렌터카 : 제주 할인권
83115,[전남 여수] 아쿠아플라넷 여수+테디베어뮤지엄+유월드
83116,[서울 여의도] 이랜드크루즈 달빛뮤직/별빛크루즈 커플권(2인) 탑승권 (4~5월)
83117,[대구 달서] 이월드 연간회원권 4월
83118,[충남 천안] 히어로플레이파크(~4/30)
83119,[부산] 부산투어패스 부산여행 48시간 프리패스권 특가
83120,[제주] 서귀포유람선
83121,[부산 해운대] 부산 요트투어 보트앤 퍼블릭 투어
83122,[제주] 이니스프리 제주하우스
83123,[남산] N서울타워 연간멤버쉽 (유효기간~2023/04/30)
83125,[경기 용인] 에버랜드 2/3인 종일권(방문날짜지정) (4/1~4/30)
83126,[제주] 성산 스쿠버 리조트 다이빙
83127,[부산 해운대] 부산 요트투어 보트앤 요트 스테이
83128,[★단독특가] 비발디파크 오션월드 종일권/After13
83129,[제주] 아라다이브 서귀포 다이빙
83130,[강원 삼척] 삼척 오션플레이 로우시즌 2차 상시
83131,[제주] 드론파크
83133,[제주] 난타 공연
83134,[서울/부산] 특가★키자니아 The BLACK/BLUE 멤버십
83135,[제주] 서귀포 다이브센터 다이빙 체험
83136,[충남 부여] 부여 롯데 아쿠아 가든
83137,[강원 평창] 대관령 주주파크 목동체험 동물 먹이주기 승마체험
83138,[제주 서귀포] 아쿠아플라넷
83139,[경기 수원] 광교 아쿠아플라넷
83140,[야놀자라이브★] 다낭/호이안 5성급 노보텔 5일/6일 패키지여행
83141,[야놀자라이브★] 보라카이 특급리조트 4일/5일 자유일정
83142,[경주] 특가★ 뽀로로아쿠아빌리지 행복요금제(~4/30)
83143,[춘천] 제이드가든 (~4/30)
83144,[서울/부산] 키자니아 어린이 체험테마파크 4월 상시
83145,[일산] 아쿠아플라넷 특가
83146,[★야놀자라이브] 제주전용 렌터카 : 이벤트 할인권
83147,[대구 달서] 이월드 자유이용권 4월
83148,[경남 통영] 디피랑 + 더카트인 통영PKG
83149,[제주] 제주이야기 행원점
83150,[충남 천안] 오션어드벤쳐 종일권+조끼 특가
83151,[경기 양평] 양떼목장
83152,[제주] 제주이야기 용두암점
83155,[제주] 망고홀릭 종달점
83156,[제주] 제주이야기 송당점
83157,[제주패스] 제주전용 렌터카 : 이벤트 할인권
83158,[대구 달서] 이월드 4월 가족권 PKG
83159,[경기 용인] ★특가★ 에버랜드 종일이용권(방문날짜 지정) (~4/30)
83174,[광주] 아쿠아시티 스파 워터파크
83176,[전남 화순] 금호리조트 아쿠아나 이용권 봄맞이 4월 특가
83177,[경기 고양] 일산 아쿠아플라넷
83178,[경기 용인] 양지 파인리조트 펫파크 애견 놀이터
83179,[대구] 네이처파크 입장권
83180,[전남 여수] 아쿠아플라넷 특가
83182,[부산 해운대] SEA LIFE 부산아쿠아리움 포토PKG
83183,[울산 중구] 쥬라리움 울산점 (~4/30)
83184,[인천 서구] 쥬라리움 청라점 (~4/30)
83185,[서울 금천] 쥬라리움 금천점 (~4/30)
83186,[전남 여수] 여수예술랜드 전객실 오션뷰 테마 객실 비수기
83187,[경기 화성] 쥬라리움 동탄점 (~4/30)
83188,[전남 여수] 예술랜드 조각공원+트릭아트
83189,[전남 여수] 예술랜드 카트체험+짚코스터
83190,[대구 동구] 대구아쿠아리움 자유이용권
83191,[대구 동구] 대구아쿠아리움 입장권
83192,[부산 해운대] SEA LIFE 부산아쿠아리움 해피타임
83193,[남산] N서울타워 전망대+더플레이스 다이닝 패키지
83195,[전국] 9개점 코코몽키즈랜드 키즈카페 4월
83196,[경기 과천] 서울랜드 종일권
83199,[경기 과천] 서울랜드 어린이권(평일권) (~4/30)
83200,[부산 해운대] SEA LIFE 부산아쿠아리움 패밀리권
83282,[경기 파주] 쥬라리움 파주점 (~4/30)
83283,[경기 하남] 쥬라리움 하남점 (~4/30)
83284,[세종] 쥬라리움 세종점 (~4/30)
83285,[과천] 서울랜드 어린이 전일권
83286,[제주 서귀포] 그랜드조선제주 루브리카
83287,[제주 서귀포] 그랜드조선제주 아리아 런치
83288,[제주 서귀포] 그랜드조선제주 아리아 디너
83290,[과천] 서울랜드 AFTER6 (특가)
83291,[경기 가평] 캠프통 포레스트 C그라운드 이용권 4월
83292,[서울] 코엑스아쿠아리움 오전/오후권+종일권 특가
83293,[경기 과천] 서울랜드 AFTER6
83294,[경기 과천] 서울랜드 AFTER4
83295,[경기 과천] 서울랜드 AFTER2
83296,[경북 경주] 경주월드 4월 자유이용권(~05/01)
83297,[서울 송파] 롯데월드 어드벤처 치즈앤샷 PKG 4월
83300,[경기 시흥] 아시아최초 서핑테마파크 웨이브파크(4/16~5/20)
83301,[경북 경주] 경주월드 4월 자유이용권 특가
83302,[용인] ★소장용티켓★ 에버랜드 종일이용권(~4/30)
83303,[용인] 에버랜드 2/3/4/5인 종일권 +스피드웨이 체험권(날짜/시간 지정)
83371,[충북 증평] 벨포레 디노시네마(~4/30)
83372,[충북 증평] 벨포레 목장(~4/30)
83373,[경주] 경주가볼만한곳 베스트 루지월드+엑스포대공원 이용권
83374,[강원 속초] 설악워터피아
83375,[강원 속초] 설악워터피아 나이트스파
83376,[충북 증평] 벨포레 미니골프(~4/30)
83378,[서울/부산] 키자니아 어린이 체험테마파크 4월 특가
83379,[대구] 네이처파크 플라워페스티벌 2인권(4/2~)
83380,[충북 증평] 벨포레 사계절 썰매장(~4/30)
83381,[제주] 미술관 옆 동물농장
83382,[경기 시흥] 인공 서핑테마파크 웨이브파크 얼리버드 단독 특가 ★
83383,[충북 증평] 벨포레 익스트림 루지(~4/30)
83386,[경기 남양주] 사계절 모두 즐기는 온수서핑 실내서핑장 웨이브서프
83390,[전북투어패스] 익산 달빛소리 수목원 단독상품
83393,[야놀자라이브★] 롯데월드 어드벤처 연간그린권 단독특가
83394,[경기 이천] 미란다 스파플러스 특가
83395,[부산 해운대] 부산 엑스더스카이
83396,[김해] 롯데워터파크 댕댕워터파크
83397,[경주] 양남 카트레이싱&양떼목장&미니동물원
83398,[장흥] 하늘빛수목정원
83399,[전북투어패스] 전주 동물원 단독상품
83400,"[제주 서귀포] 그대, 나의 뮤즈"
83401,[용인] ★릴레이 특가★ 에버랜드 종일이용권(~5/31)
83431,[부산 해운대] 뮤지엄오브일루전
83432,[경기 용인] 한국민속촌 자유이용권 (~6/30)
83439,[서울 송파] 롯데월드 어드벤처 종합이용권 특가(~05/08)
83441,[여수] 미남크루즈+카페너울 PKG 5~6월
83442,[제주 우도] 훈데르트바서파크 특가
83443,[여수] 미남크루즈 해상/야경/불꽃 투어 5월-6월
83444,[포천] 허브아일랜드 입장권 (~06/30)
83445,[전남 여수] 테디베어 입장권 +라마다 짚트랙 1회권
83446,[전남 여수] 여수 테디베어 뮤지엄+미남크루즈+스카이플라이 PKG
83447,[강원 평창] 휘닉스 블루캐니언 22/23 연간이용권
83448,[부산] 롯데월드 어드벤처 부산 연간이용 그린권
83449,[해남] 포레스트수목원
83450,[경기 과천] 서울랜드 연간권
83452,[서울 삼성] 코엑스 아쿠아리움 2개월 무제한권+옥토넛 피규어
83453,[전남 여수] 라테라스 리조트 워터파크 입장권
83454,[전북투어패스] 진안 꽃잔디동산 단독상품
83455,[파주] 쇠꼴마을 봄축제 체험 입장권
83456,[제주] 코코몽 에코파크
83531,[경기 광명] 광명동굴 특가
83532,[제주] 에코랜드 테마파크
83533,[서울 영등포] 아쿠아플라넷 63 특가★
83534,[서울 영등포] 씨랄라워터파크
83539,[제주] 유리박물관
83584,"[얼리버드]내셔널지오그래픽사진전 포토아크, 너의이름은"
83585,[강원네이처로드]설악산 드라이브길 고성속초패스
83586,[서울 여의도] 이랜드크루즈 별빛크루즈 커플권(2인) 탑승권 (4~5월)
83587,[전남 여수] 여수예술랜드 전객실 오션뷰 테마 객실 성수기
83588,[경기 가평] 캠프통포레스트 C그라운드 특가
83589,[전남 여수] 여수예술랜드 전객실 오션뷰 테마 객실 극성수기
83590,[경기 화성] 동탄 디스커버리 네이처스케이프
83591,[인천투어패스 단독상품] 월미도 유람선
83592,[경기 광명] 광명동굴 (~6/30)
83606,[서울 송파] 롯데월드 어드벤처 연간그린권(~04/24)
83608,스마일기프트 3만원권 특가
83609,[얼리버드]설렘 파이터 아이키의 THE MOMENT
83610,스마일기프트 5만원권 특가
83611,설렘 파이터 아이키의 THE MOMENT
83612,[남해] 포세이돈 마린레저
83613,[경기 시흥] 웨이브파크 스쿠버다이빙 (4/16~5/20)
83614,[부산] 송도해상케이블카+뮤지엄원
83615,[강원 춘천] 홍천강 레저/카라반 모두있는 왕터수상레저
83616,[경기 가평] 캠프통 포레스트 C그라운드 이용권 (~5/31)
83617,[강원 평창] 대관령 양떼목장
83618,[강원 영월] 동강래프팅 어라연코스
83619,[안동] 문보트&황포돛배
83627,[경주] 핫플레이스 루지월드+포토테마파크 렛미체인지
83628,[홍천] 슈퍼맨 ATV / 서바이벌 이용권
83629,[강원 평창] 알파인코스터 입장권
83630,[경기 안성] 안성팜랜드
83631,[포천] 루지월드 입장권
83633,[인천투어패스 단독상품] 금풍양조장 : [MakerS]
83706,[경기 용인] 용인 로만바스 평일 온천이용권 (~6/30)
83707,[충북] 블랙스톤 벨포레 마리나클럽 제트보트
83709,[야놀자라이브★] 푸꾸옥 빈펄리조트 자유여행 5일/6일
83710,[서울] 코엑스아쿠아리움 특가★
83711,[경남 하동] 하동 플라이웨이 케이블카 탑승권
83712,[강원 양양] 오색탄산온천 (~06/30)
83713,[부산 해운대] 블루라인파크 해변열차 스카이캡슐 이용권
83714,[제주 한림] 카페 낭뜰
83715,[제주 서귀포] 마라도정기여객선 운진항
83716,[제주 서귀포] 쇠소깍 제트보트
83717,[제주 서귀포] 숨도박물관
83718,[제주 서귀포] 태권 마샬아트 공연 제주아리랑 혼
83719,[제주 서귀포] 베니스랜드 곤돌라체험
83720,[경기 여주] 썬밸리워터파크
83721,[3개 지점] 아쿠아필드 찜질스파 연간이용권(04/29~05/31)
83722,[부산] 벡스코 상상체험 키즈월드 특가★
83723,[파주] the초리골 야외수영장 (취사가능)
83724,"[주말놀거리특가] 봄에 만나는 동심, 두근두근 알파카월드 ★특가"
83728,[대구] 이월드 자유이용권 + 잔디레일썰매 PKG
83729,[더현대서울] 야놀자 팝업스토어 얼리버드
83730,[더현대서울] 야놀자 노플라스틱 홀리데이 (DIY키링 체험)
83731,[충남 천안] 천안 오션어드벤처 종일권+썬베드 2인 특가
83734,[전북투어패스] 전북투어패스 2일권 + 경주엑스포대공원 PKG
83735,[경북] 영천 홀스파크 입장권
83736,[전남 여수] 예술랜드 특가
83737,[전북] 변산오션플레이 3인/4인권
83738,[경기 동탄] 아르티스테마파크 하프권(6개월)
83739,[김해] 롯데워터파크 로우시즌 입장권
83742,[파주] 퍼스트가든 캐주얼 레스토랑 메뉴1+입장권2인/1일전구매
83743,[강원 평창] 휘닉스 블루캐니언 연간이용권 특가 22/23
83744,"[전남 여수] 아쿠아플라넷 여수+케이블카, 짚트랙, 이사부크루즈"
83758,[인천투어패스 단독상품] 팔미도유람선 쭈꾸미낚시체험
83759,[인천 중구] 파라다이스시티 씨메르 찜질권 (5/1~5/31)
83760,[인천 중구] 파라다이스시티 원더박스 이용권 (5/1~5/31)
83761,[경북 경주] 소노벨 경주 오션플레이 오픈특가 종일권
83762,[인천 중구] 파라다이스시티 씨메르 아쿠아스파권 (5/1~5/31)
83763,[경기 용인] 포레스트캠프+에버랜드 오후권 (방문날짜 지정) (5/1~5/31)
83764,[경주] 돌담길 한복
83765,[서울] 레전드히어로즈 잠실롯데월드몰점 특가
83766,[경기 광주] 곤지암루지360 (4~5월)
83767,[신세계 이마트] 신세계이마트 5만원 상품권 교환권
83768,[전남] 함동 수상레저 워터파크 패키지
83769,[야놀자라이브★] 키자니아 서울/부산 어린이 체험테마파크
83770,[경기 용인] ★야놀자 라이브방송★ 에버랜드 종일권(~5/31)
83771,[경북 경주] 경주 오션플레이 로우시즌 상시
83773,[부산 해운대] 송정서핑강습(2시간) 해운대 캐치웨이브
83778,"[강원 양양] 서핑강습, 서핑보드 및 슈트 렌탈 마린"
83779,[제주] 목장카페 드르쿰다 카트&승마체험 특가★
83780,[전지점] 히어로 플레이파크 (12개지점) 소인입장권 (~5/31)
83781,[경기 용인] ★야놀자 라이브방송★  에버랜드 종일권+츄러스1개+그린시크릿피크닉 입장권
83848,[부산 해운대] 부산 엑스더스카이 특가
83849,[경기 용인] 에버랜드 종일이용권(방문날짜 지정) (5/1~5/31)
83851,[용산] 크라운 해태 키즈뮤지엄
83854,[서울/부산] 키자니아 어린이 체험테마파크 5월 상시
83855,[경북] 경주 버드파크 (~6/30)
83856,[경기 가평] 가평빠지 k2 수상레저 어벤저스 패키지
83857,[경기] 오산 버드파크(~6/30)
83858,[강원 평창] 대관령 삼양목장
83859,[칠곡] 가산수피아 패키지권
83860,[강원] 춘천 빠지 레저친구에만 있다 홀수패키지
83861,[부산] 롯데월드 어드벤처 부산 연간이용 그린권
83863,[3개 지점] [특가] 아쿠아필드 소인특가 (5/3~5/8)
83864,[제주 서귀포] 아쿠아플라넷
83865,[경기 가평] 가평빠지 지금은 모비딕 수상시대
83866,[제주] 뽀로로&타요테마파크 ALL FREE PASS 자유이용권 특가★
83867,[춘천] 춘천 빠지 무제한 패키지 칸 수상레저 이용권
83869,[대구 달서] 이월드 83타워 전망대&아이스링크 PKG 5월
83870,[경기 가평] 가평빠지 썸머키즈드림
83872,[춘천] 빠지 수상레저 제껴라제껴라 칸
83873,[남산] N서울타워 연간멤버쉽 (유효기간~2023/5/31)
83875,[경기 용인] 그린시크릿피크닉 입장권+ 츄러스 교환권
83876,[서울 송파] 롯데월드 어드벤처 연간그린권 선착순 굿즈 제공(~05/12)
83877,[카모아] 제주 렌터카 할인권
83878,[카모아] 내륙 렌터카 할인권
83879,[서울 송파] 롯데월드 어드벤처 인생네컷 PKG 5월
83882,[서울 송파] 롯데월드 어드벤처 회전목마 인생사진 PKG 5월
83885,[경기 안성] 배봉지싸기체험
83886,[강원 홍천] 비발디파크 오션월드 야외존 오픈 특가(-6/24)
83887,[서울 송파] 롯데월드 어드벤처 종합이용권 5월
83890,[전국] 펀토리하우스 3개점 (~6/30)
83891,[경기 용인] 에버랜드 오후이용권(방문날짜지정) (5/1~5/31)
83892,[춘천] 워터파크 칸 카바나 이용권
83893,[즐거운] 요기요 상품권 1만원권 특가
83894,[여수] 테디베어 뮤지엄+여수 유월드 패키지
83895,[온더보더] 5만원권 특가
83896,[서울 송파] 롯데월드 어드벤처 치즈앤샷 PKG 5월
83901,[서울 잠실] 서울스카이 주야권 5월
83945,[하남] 아쿠아필드 워터파크 하남점 (04/30~06/30)
83946,"[여수] 테디베어, 유월드+여수아쿠아 PKG"
83951,[대전] 오월드 이용권
83952,[고양] 아쿠아필드 고양 루프탑풀 (04/30~06/30)
83953,[경기 수원] 아쿠아플라넷 광교
83954,[고양] 아쿠아필드 고양 찜질스파 (04/30~06/30)
83955,[경기] 아쿠아필드 안성 워터파크 (04/30~06/30)
83956,[모자이카] 내륙 렌터카
83957,[전남 화순] 금호리조트 아쿠아나 이용권 가정의달 5월 특가
83958,[인천투어패스] 통합이용권
83960,[경기] 아쿠아필드 안성점 찜질스파(04/30~06/30)
83961,[모자이카] 제주 렌터카
83962,[김해] 롯데워터파크 미들시즌 얼리버드 특가
83963,[서울 잠실] 서울스카이 입장권 5월
83968,[경기 고양] 원더래빗 입장권  (5/4~5/31)
83969,[강원] 웰리힐리파크 신난다~ 아웃도어 PKG 상시
83970,[한정상품] 코엑스 아쿠아리움 무제한권 (2개월/연간)
83971,[전남 목포] 목포해상케이블카 일반/크리스탈 캐빈 특가
83974,[강원 속초] 설악워터피아 특가
83975,[강원 평창] [2022]용평리조트 마운틴코스터 (~10 / 16)
83976,[강원 평창] [2022]용평리조트 루지 (~10 / 16)
83980,[서울] 롯데월드 아쿠아리움 5월
83983,[대구 달서] 이월드 자유이용권 5월
83984,[강원 속초] 설악워터피아
83985,[대구 달서] 이월드 5월 가족권 PKG
83986,[강원 속초] 설악워터피아 나이트스파
83987,[경기 용인] 에버랜드 2/3인 종일권(방문날짜지정) (~5/31)
83988,[강원 양양] 양양 오션플레이 종일권
83989,[서울 송파] 롯데월드 나이트 아쿠아리움 5월
83992,[강원 삼척] 삼척 오션플레이 하이시즌 종일권
83993,[전남 여수] 여수 유월드 루지 테마파크 크레이지 어택 패키지
83994,[서울 송파] 롯데월드 아쿠아리움 + 서울스카이 PKG 5월
83997,[대구 달서] 이월드 연간회원권 5월
83998,[하남] 아쿠아필드 찜질스파 하남점(04/30~06/30)
83999,[부산] 부산 센텀 스파랜드 (04/30~06/30)
84000,[송파] 롯데월드 아쿠아리움 + 째깍섬 놀이터 PKG
84002,[서울 송파] 롯데월드 마린 어드벤처 PKG 5월
84003,[3개 지점] 아쿠아필드 멀티패스 연간이용권 (0429~0531)
84005,[강원] New Playground 웰리힐리파크 워터플래닛 PKG 상시
84068,[부산 해운대] 뮤지엄오브일루전 5월 한정 이벤트
84071,[김해] 롯데워터파크 미들시즌 종일권
84072,[경기 하남] 바운스 슈퍼파크 하남센터
84073,야놀자라이브★ 모자이카 내륙 렌터카 특가
84076,[강원] 속초 롯데리조트 데이트 패키지 속초아이 속초대관람차
84077,[경기 과천] 서울랜드 연간권
84079,[서울 송파] 롯데월드 어드벤처 종합이용권 특가(~06/03)
84081,[전국] 9개점 코코몽키즈랜드 키즈카페 5월
84082,[3개 지점] [특가] 아쿠아필드 소인특가 (5/3~5/8)
84083,[춘천] 시설좋은빠지 북한강 포시즌 수상레저
84084,[강원 평창] 오션700 종일권(05/05~05/31)
84159,[부산 해운대] 뮤지엄오브일루전 5월 1+1 이벤트
84160,[전남] 여수 유월드 루지 테마파크 패밀리권
84161,[경주] 엑스포대공원 루미나이트 : 동화나라 숲의요정
84162,[전남] 여수 유월드 루지 테마파크 커플권
84163,[여수]루지테마파크+미남크루즈 PKG
84164,[춘천] 가평역5분거리 빠지 깨끗한부대시설 비버네선착장 수상레저
84165,[전남 여수] 유월드 루지 테마파크 사랑의 자물쇠 패키지
84166,[강원] 웰리힐리파크 워터플래닛 로우시즌 상시
84167,[화성] 라바팜스토리 글램핑 / 피크닉존 이용권
84168,[강원] 웰리힐리파크 워터플래닛 로우시즌 오픈특가
84169,[천안] 천안 오션어드벤처 미들시즌 종일권
84170,[전국] 챔피언 키즈카페 45개점 특가★
84172,[전국] 플레이타임 키즈카페 16개점 특가
84173,[야놀자라이브★] 베트남 직항 왕복항공권 다낭/푸꾸옥/나트랑 3박5일
84174,[경북 경주] 경주월드 5월
84175,[신세계 이마트] 신세계이마트 5만원 상품권 교환권
84225,[부산] 광안리 아쿠아펠리스 워터파크&스파 찜질
84226,[부산] 부산 다이아몬드 타워 특가
84253,[서울 금천] 쥬라리움 금천점 (~9/30)
84254,[경기 화성] 쥬라리움 동탄점 (~9/30)
84255,[울산 중구] 쥬라리움 울산점(~9/30)
84256,[인천 서구] 쥬라리움 청라점 (~9/30)
84257,[경기 파주] 쥬라리움 파주점
84258,[경기 하남] 쥬라리움 하남점 (~9/30)
84259,[세종] 쥬라리움 세종점 (~9/30)
84260,[서울] 롯데월드 아쿠아리움 입장권 특가(~06/12)
84261,[이천] 테르메덴 풀앤스파 미들시즌 특가
84263,[경기 파주] 파주 사파리 체험 테마파크
84264,[춘천] 춘천빠지/춘천수상레저 수상레저V 패키지(놀이기구가 가장 많은 빠지)
84265,[경기 부천] 플랜디키즈카페 (~5/31)
84266,[야놀자라이브★] 서울대공원 리프트+서울동물원 입장권PKG
84267,[충남] 천안 히어로플레이파크(~6/30)
84268,[경기 수원] 위더스D파크 (~6/30)
84269,[강원 고성] 델피노 오션플레이 오픈특가
84270,[경북] 문경레일바이크(~6/30)
84271,[경주] 가정의 달 맞이 특급할인 이벤트 경주루지월드
84272,[강원 양양] 양양 탄비치 레이버스 서핑 스쿨&서핑샵
84273,[경기 가평] 캠프통 포레스트 C그라운드 특가
84274,[강원 평창] 용평리조트 발왕산관광케이블카&스카이워크 (~09/30)
84275,[서울 성수] 팀보타 : 머스타드블루 탐의 숲
84276,"[용인] 캐리비안베이 종일권(자켓,락커포함) (5/13~5/20)"
84277,[영천] 드림랜드 피크닉 & 키즈풀
84278,[포항] 앨리스파파 키즈카페
84279,[경기 고양] 일산 아쿠아플라넷 특가
84280,[경기] 용인투어패스 기본권
84281,[강원 평창] 휘닉스 평창 블루캐니언 입장권+ 워터뷔페 PKG
84282,[제주] 아트서커스 / 제주 이색공연
84283,[서울 영등포] 63 아쿠아플라넷+에릭요한슨 사진전 특가
84285,[충남 아산] 파라다이스 스파도고 특가(~7/17)
84286,[경기 과천] 서울랜드 AFTER2/AFTER4 특가
84287,[부산] 기장 스카이라인 루지
84289,[경기 고양] 원더래빗 입장권(~5/31)
84432,[경기] 용인투어패스+한국민속촌
84433,[경기] 용인투어패스(한국민속촌+용인짚라인)
84434,[경기]용인투어패스+백암도예
84435,[경기] 용인투어패스+대아농원
84436,[인천투어패스 단독상품] 월미랜드
84437,[경남] 거제씨월드 + 거제파노라마케이블카 PKG
84438,[서울 서대문] 숲속한방랜드(~6/30)
84439,★특가★ [인천 중구] 파라다이스시티 원더박스 (5/18~6/30)
84440,[부산] 롯데월드 어드벤처 부산 연간이용 그린권
84441,[전북 고창] 석정온천휴스파
84442,[전북 고창] 석정온천휴스파 미들시즌
84443,[서울 송파] 롯데월드 어드벤처 연간그린권 선착순 굿즈 제공(~05/25)
84447,[경북 구미] 송정동 큐토피아 키즈카페
84448,[전북투어패스] 고창 고인돌박물관
84449,[경주] 뽀로로 아쿠아빌리지 2시간 이용권
84450,[경주] 뽀로로 아쿠아빌리지 오해피데이
84451,[청주] 가볼만한곳 오창 랜드 아이스링크장
84453,[경기 용인] 캐리비안베이 종일권(~6/24)
84456,[춘천] 미친수상레저 가평빠지 꿀잼보장
84459,[김해] 롯데워터파크 미들시즌 특가
84460,[야놀자라이브★] 이탈리아 8일 패키지(4성급 호텔 + 터키항공)
84608,[충북] 2022 괴산세계유기농산업엑스포
84609,[부산] 부산 아쿠아리움 입장권
84611,[광교] 2022 캠핑&피크닉페어 썸머마켓
84612,[서울/부산] 키자니아 어린이 체험테마파크 5월 특가
84613,[요기요] 요기요 상품권 3만원권
84615,[전남 나주] 중흥 골드스파&리조트 워터락
84616,[경기 용인] ★야놀자 스페셜데이 특가★ 에버랜드 종일권(날짜지정)(~6/10)
84619,"[강화도] 바닷가인근 누리워터파크 (수영장,슬라이드,샤워실 완비)"
84620,[가평] 빠지 괜찮아요 레저캠프 수상레저 (빠지 진짜 재미와 친절함을 드리겠습니다 )/워터파크/제트보트/바나나보트/슬라이드/수영장/춘천
84621,[대구] 이월드 5월 자유이용권 특가
84622,[가평] 가평역 3분거리 3만평 빠지 워터플레이/워터파크/제트보트/바나나보트/슬라이드/수영장/춘천
84623,[제주 서귀포] 봄그리고가을리조트 조식
84624,[제주 서귀포] 가파도 봉이네 해물짜장짬뽕
84625,[제주] 사뿐 치즈케이크
84626,[제주] 생돈우리
84627,[제주 서귀포] 봄그리고가을리조트 석식
84628,[전북투어패스] 무주 머루와인동굴 단독상품
84631,[제주] 섬타르
84632,[제주 서귀포] 디저트팩토리 쇠소깍점
84633,[제주 서귀포] 만조이천쌀밥
84634,[야놀자라이브★] 보홀 자유여행 4일/5일(특급리조트+노옵션+노쇼핑)
84635,[제주 서귀포] 망고레이섭지코지점
84636,[경기 용인] 캐리비안베이 종일이용권(방문날짜지정)(5/21~6/24)
84637,[제주 애월] 맛의고수
84640,[제주 서귀포] 망고레이천지연폭포점
84641,[경기 용인] 캐리비안베이 오후이용권(방문날짜지정)(5/21~6/24)
84642,[충북] 벨포레 익스트림 루지
84643,[충북] 벨포레 목장
84644,[서울/부산] 특가★키자니아 The BLACK/BLUE 멤버십
84645,[충북] 벨포레 사계절 썰매장
84646,[야놀자라이브★] 스페인+포르투갈 9일(4성급호텔+터키항공)
84715,[충북 증평] 벨포레 미니골프
84716,[전북 부안] 변산 오션플레이 물놀이 특가
84717,[충북 증평] 벨포레 마리나클럽
84718,[충북 증평] 벨포레 디노시네마
84719,[제주] 금당목장 ATV
84720,[영천] 드림랜드 야외물놀이장&슬라이드
84721,[전남 여수] 여수예술랜드+테디베어 뮤지엄
84722,[평창] 휘닉스 블루캐니언 워터파크 입장권
84723,[경기 부천] 웅진플레이도시 워터파크&스파(5/1~5/31)
84724,"[제주 서귀포] 그대,나의 뮤즈 ★특가★"
84725,[인천투어패스 단독상품] 전등사
84730,[경기 용인] 기흥 하이브패밀리 테마파크 리뉴얼 특가
84733,[경기 시흥] 웨이브파크 스쿠버다이빙 (5/21~6/24)
84734,[경기 포천] 신북온천 스프링폴
84735,[전북투어패스] 군산 선유스카이썬라인 PKG
84736,[야놀자라이브★] 필리핀 지상낙원 세부 자유여행(5일/6일)
84737,[전북투어패스] 익산 액션하우스 PKG
84738,[경기 시흥] 아시아최초 서핑테마파크 웨이브파크(5/21~6/24)
84739,[경기 화성] 전곡항 낭만선셋 요트투어
84740,[대구] 대구아쿠아리움 입장권 (~09/30)
84741,[제주 서귀포] 아쿠아플라넷 제주 특가
84744,[대구] 대구아쿠아리움 자유이용권 (~08/31)
84745,[서울] 코엑스아쿠아리움 특가★
84746,[김해] 김해 롯데워터파크 하이시즌 얼리버드 특가
84747,[인천투어패스 단독상품] 십리포마린레저스포츠 이용권
84748,[가평] 빠지 진짜 워터플레이 수상레저 특가
84749,[가평] 빠지 괜찮아요 레저캠프 수상레저 특가
84750,[경기 시흥] 웨이브파크 미오코스타존 파크 입장권
84751,[서울 여의도] 이랜드크루즈 한강투어크루즈 2+1(3인) 탑승권 (5~6월)
