LSR_GOODS_CD,LSR_GOODS_NM,SLE_STATE_DC
32339,[경기 가평] 레저캠프 수상레저,STOP
32342,[경기 가평] 양세찬과 함께하는 AK 수상레저,STOP
32345,[일산] 킨텍스 키즈락 페스티벌,STOP
32346,[서울 종로] 테지움 서울,STOP
32347,[충북 충주] 탄금호 캠핑리조트 + 체험패키지,STOP
32348,[남이섬] 가평 가평탑랜드 번지점프,STOP
32349,[부산 북구] 화명수상레저 ★여름특가,STOP
32370,[부산] 키자니아 어린이 체험테마파크,STOP
32371,[충북] 힐링투어패스 + 제천짚트랙,STOP
32372,[서울 잠실] 롯데월드 아쿠아리움,STOP
32373,[경기 가평] 워터플레이 수상레저 : ★ 1000매 한정 특가,STOP
32374,[서울 잠실] 롯데월드 아쿠아리움 + 롯데 뮤지엄,STOP
32383,[충북] 힐링투어패스 + 단양 패러마을 패러글라이딩,STOP
32386,[충북 충주] ★탄금호 캠핑리조트 + 체험패키지,STOP
32387,[충북 충주] ★탄금호 캠핑리조트 + 체험패키지 : 키즈노트,STOP
32388,[충남 태안] 안면도 익사이팅 레포츠 체험,STOP
32406,[인천 송도] 도심형 테마파크 몬스터 VR,STOP
32407,[서울 왕십리] V-PLEX 통합패키지,STOP
32409,[경기 가평] 미친 수상레저,STOP
32411,[서울 삼성] 코엑스 아쿠아리움,STOP
32417,[강원 속초] 설악워터피아 로우시즌 종일권,STOP
32418,[충남 태안] 신두리레포츠 ATV,STOP
32420,[경기 용인] 캐리비안베이 종일/오후 이용권,STOP
32431,[서울 노원] 피노파밀리아,STOP
32434,[경기 파주] 헤이리 예술아 노올자,STOP
32435,[강원 영월] 동강 OK래프팅,STOP
32439,[과천] 서울대공원 리프트 + 서울동물원 + 과학관 입장권 패키지,STOP
32441,[경북 경주] 소인국 디오라마월드,STOP
32447,[부산] 삼정 더 파크 : 도심 속 사파리,STOP
32448,[경기 과천] 서울랜드 After12 자유이용권,STOP
32449,[전남 순천] 순천만국가정원 스카이큐브 탑승권,STOP
32450,[대구] 대구 온천 엘리바덴 : 상인점,STOP
32451,[대구] 엘리바덴 신월성점,STOP
32457,[서울 잠실] 롯데월드 자유이용권,STOP
32459,[서울 잠실] 롯데월드 패밀리 자유이용권,STOP
32460,[서울 잠실] 롯데월드 자유이용권 + TGIF 식사 패키지,STOP
32461,[서울 잠실] 롯데월드 자유이용권 + 햄버거,STOP
32462,[서울 잠실] 롯데월드 자유이용권 + VR 체험,STOP
32464,[서울 잠실] 롯데월드 자유이용권 + 롯데뮤지엄,STOP
32465,[서울 잠실] 롯데월드 아쿠아리움 + 펍앤그릴,STOP
32481,[서울 강남] VR존 : 가로수길 본점,STOP
32482,[경기 일산] VR존 : 일산웨돔점,STOP
32483,[부산 중구] VR존 : 부산 엘큐브 광복점,STOP
32484,[대전 중구] VR존: 대전점,STOP
32485,[서울 강남] VR존 : 강남점,STOP
32489,[전남 여수] 엑스포 카트,STOP
32490,[전남 여수] 엑스포 스카이플라이 왕복권,STOP
32491,[전남 여수] 마법의 지니카 탑승 체험,STOP
32492,[전남 여수] 해상케이블카,STOP
32493,[여수] 디오션리조트 사우나,STOP
32494,[전남 광양] 와인동굴,STOP
32495,[충남 천안] 쥬쥬피아,STOP
32496,[경북 경주] 히어로 키즈파크,STOP
32498,[대구] 히어로 키즈파크,STOP
32499,[경기 수원] 플레이존 VR : 수원 인계점,STOP
32502,[부산 송정] 서프닥터 프리미엄 강습,STOP
32508,[서울 강서] 코코몽 키즈랜드 강서점,STOP
32509,[광주] 코코몽 키즈랜드 광주역점,STOP
32510,[대전] 코코몽 키즈랜드 대전 중앙로점,STOP
32511,[대구] 코코몽 키즈랜드 동아수성점,STOP
32512,[부산] 코코몽 키즈랜드 부산대점,STOP
32513,[경기 부천] 코코몽 키즈랜드 부천 뉴코아점,STOP
32514,[서울 송파] 코코몽 키즈랜드 송파점,STOP
32515,[경기 수원] 코코몽 키즈랜드 수원터미널점,STOP
32516,[전남 순천] 코코몽 키즈랜드 순천점,STOP
32518,[경기 수원] 코코몽 키즈랜드 동수원점,STOP
32519,[경기 안산] 코코몽 키즈랜드 안산점,STOP
32520,[경기 가평] 썸머드림 수상레저,STOP
32523,[서울 노원] 피노파밀리아,STOP
32527,[서울 동대문] 판타 VR 테마파크 + 풀잎채 무료이용권,STOP
32532,[서울 동대문] 판타 VR 테마파크 + 풀잎채 무료이용권,STOP
32533,[서울 강남] 레전드 히어로즈 : 강남점,STOP
32534,[서울 잠실] 레전드 히어로즈 : 테마파크,STOP
32535,[서울 동대문] 레전드 히어로즈 : 동대문점,STOP
32536,[서울 명동] 레전드 히어로즈 : 명동점,STOP
32537,[부산 부산진구] 레전드 히어로즈 : 부산서면점,STOP
32538,[광주 서구] 레전드 히어로즈 : 광주상무점,STOP
32539,[부산 송정] 멜로우 서프,STOP
32540,웅진 플레이도시 디지털키즈카페 플랜디,STOP
32541,[전북 군산] 교복은여기서 + 군산투어패스,STOP
32542,[충북 충주] 라이트월드,STOP
32565,[춘천/가평] 북한강 레인보우 투어패스,STOP
32567,[서울 서초] 샤갈 러브 앤 라이프,STOP
32570,[경기 가평] 르푸앙 수상레저,STOP
32579,[경기 가평] 무한도전 수상레저,STOP
32592,[경기 파주] 헤이리 공룡탐험대,STOP
32593,[경기 가평] 모비딕 수상레저 : ★ 여름특가,STOP
32594,[충남 천안] 상록리조트 놀이동산 BIG6 주말권,STOP
32595,[충남 천안] 상록아쿠아피아 오후권,STOP
32596,[서울 잠실] 롯데월드 자유이용권,STOP
32597,[강원 양양] 서파리,STOP
32598,[경기 용인] 에버랜드 부티풀 종일/야간권,STOP
32599,[강원 영월] 동강 레저 패키지 : 숙박+래프팅+ATV,STOP
32600,[경기 가평] 가평 별비치 워터파크 온수시즌,STOP
32603,[경기 가평] 클럽제로 수상레저,STOP
32605,[경기 가평] 가평 별비치 워터파크 성수기 : 06/23 ~ 08/31,STOP
32606,[경기 가평] 가평 별비치 워터파크 비수기 : 05/19 ~ 06/22,STOP
32607,[강원 강릉] 크러쉬서프,STOP
32608,[서울 수유] 주토피아 : 동물카페,STOP
32609,[강원 강릉] 커피커퍼 경포/왕산점 : 이색박물관,STOP
32610,[경기 가평]철없는수상레저 ★ 고객감사 초특가,STOP
32613,[경기 가평] M2 수상레저 ★ 여름맞이 초특가,STOP
32621,[강원 양양] 모쿠서프,STOP
32624,[서울 강서] 캔들&프리저브드 플라워 스튜디오,STOP
32626,[경기 가평] 룰루랄라 수상레저,STOP
32627,[경북 청도] 청도프로방스 패키지,STOP
32632,[경기 파주] 헤이리 쿠키야 노올자,STOP
32642,[경기 이천] 스파플러스,STOP
32643,[전북 고창] 석정휴스파,STOP
32650,[경기 가평] 물미수상레저,STOP
32656,[강원 평창] ★ 휘닉스평창 블루캐니언 종일권,STOP
32685,[경기 가평] 락마리나 수상레저,STOP
32715,[서울 성수] 인생사진관2,STOP
32718,[경북 경산] 펀펀비치 워터파크 & 부대시설 이용권,STOP
32719,[경기 파주] 헤이리 피자야 노올자,STOP
32725,[서울 강동] PSR 레이싱 : 성내본점,STOP
32727,[경북 경산] 펀펀비치 워터파크 골드시즌 이용권,STOP
32741,[강원 춘천] 골든몽키 수상레저,STOP
32742,[강원 고성] 론존 서프,STOP
32743,[경기 파주] 퍼스트 가든,STOP
32744,[경기 파주] 금강산랜드 워터파크,STOP
32756,[인천 송도] 도심형 테마파크 몬스터 VR 6월,STOP
32758,[서울 용산] 반고흐 & 폴고갱 라이브展,STOP
32759,[제주 안덕] 신화월드 신화테마파크 입장권,STOP
32764,[제주 안덕] 피규어뮤지엄 제주,STOP
32765,[제주 구좌] 워터서커스,STOP
32767,[제주 조천] 캐릭파크,STOP
32768,[제주 구좌] 석예원 천연족욕테라피,STOP
32770,[제주 대정] 마라도가는 여객선 : 송악산항,STOP
32771,[제주 서귀포] 믿거나말거나 박물관,STOP
32773,[제주 중문] 플레이케이팝 박물관,STOP
32774,[제주 서귀포] 워터월드 해수사우나,STOP
32775,[제주 남원] 코코몽 에코파크,STOP
32777,[제주 서귀포] 샹그릴라 요트 : 해안절경을 한번에,STOP
32778,[제주 서귀포] 마라도 잠수함,STOP
32780,[제주 서귀포] 서귀포 유람선,STOP
32782,[제주 서귀포] 아프리카 박물관,STOP
32783,[제주 애월] 공룡랜드 & 앵무새사파리,STOP
32784,[제주 제주시] 넥슨컴퓨터박물관,STOP
32788,[제주 성산] 일출랜드,STOP
32790,[제주 서귀포] 중문카트,STOP
32792,[제주 대정] 초콜릿박물관,STOP
32795,[제주 서귀포] 허브동산 주간권,STOP
32796,[제주 구좌] 메이즈랜드,STOP
32797,[제주 조천] 선녀와나무꾼 : 실내관광지,STOP
32798,[제주 안덕] 점보빌리지 코끼리 트래킹 체험,STOP
32799,[제주 안덕] 세계자동차 박물관 + 음료증정,STOP
32801,[제주 구좌] 제주 레일바이크,STOP
32802,[제주 표선] 민속촌 : 제주의 전통 체험,STOP
32804,[제주 한경] 유리박물관,STOP
32805,[제주 서귀포] 테디베어 뮤지엄 : 이색박물관,STOP
32806,[제주 중문] 퍼시픽랜드,STOP
32808,[제주 안덕] 항공우주박물관,STOP
32809,[제주 남원] 휴애리 자연생활공원,STOP
32810,[제주 안덕] 산방산 탄산온천,STOP
32811,[제주 안덕] 소인국 테마파크,STOP
32812,[제주 표선] 다이나믹 메이즈 EP3,STOP
32814,[제주 안덕] 코끼리테마쇼 점보빌리지,STOP
32818,[제주 구좌] 김녕미로공원,STOP
32820,[제주 대정] 노리매 테마파크,STOP
32821,[제주 한림] 돌마을공원,STOP
32822,[제주 성산] 오션파크 스노쿨링,STOP
32823,[제주 안덕] 본태박물관,STOP
32824,[제주 성산] 제주랜드 : 승마&ATV,STOP
32828,[제주 안덕] 건강과 성 박물관,STOP
32831,[제주 제주시] 러브랜드,STOP
32835,[제주 서귀포] 서귀포 잠수함,STOP
32836,[제주 제주시] 엘리펀시아,STOP
32837,[제주 성산] 우도잠수함,STOP
32838,[제주 애월] 테디베어 사파리 테지움,STOP
32839,[제주 안덕] 카멜리아힐,STOP
32840,[제주 한림] 한림공원,STOP
32841,[제주 안덕] 올레크루즈 제트보트,STOP
32842,[제주 구좌] 제주바다체험장,STOP
32843,[제주 서귀포] 여미지 식물원,STOP
32845,[제주 조천] 짚라인 제주,STOP
32846,[제주 조천] 에코랜드,STOP
32847,[제주 서귀포] 번개 과학 체험관,STOP
32849,[제주 성산] 베니스랜드 테마파크,STOP
32850,[제주 안덕] 헬로키티 아일랜드,STOP
32851,[제주 서귀포] 쇠소깍 제트보트,STOP
32852,[제주 성산] 공룡휴게소박물관,STOP
32855,[충북] 힐링투어패스 + 충주 라이트월드 : ★쏘카 50% 할인 이벤트,STOP
32864,[제주 서귀포] 중문랜드 실탄사격장,STOP
32865,[제주 한림] 바다하늘 패러글라이딩체험,STOP
32878,[제주 표선] 세계술박물관 : 이색박물관,STOP
32887,[제주 조천] 돌문화공원,STOP
32894,[경북 울진] 덕구온천 스파월드,STOP
32895,[경북 울진] 덕구온천 리조트 대온천장,STOP
32901,[경기 수원] 실내동물원 쥬몽,STOP
32902,[강원 강릉] 알로하서프,STOP
32903,[경기 가평] 탑랜드수상레저,STOP
32910,[제주 안덕] 오설록티뮤지엄 : 그린티아이스크림/티스톤체험,STOP
32911,[제주 제주시] 유리박물관 : 이색박물관,STOP
32912,[제주 대정] 마라도 정기 여객선 : 운진항,STOP
32913,[제주 안덕] 하늘여행 행글라이더,STOP
32914,[제주 서귀포] 쇠소깍배낚시,STOP
32915,[제주 한림] 오늘내일ATV,STOP
32916,[제주 남원] 그랑블루 낚시,STOP
32922,[서울 잠실] 스크린사격장 타겟존,STOP
32923,[서울 왕십리] V-PLEX 통합패키지,STOP
32926,[강원 양양] 서프오션스,STOP
32927,[서울 삼성] 코엑스 아쿠아리움,STOP
32936,[대전 대덕] PSR 레이싱 : 대전점,STOP
32937,[충남 천안] PSR 레이싱 : 천안점,STOP
32938,[서울 영등포] PSR 레이싱 : 영등포점,STOP
32939,[충남 서산] PSR 레이싱 : 서산점,STOP
32940,[서울 강남] PSR 레이싱 : 대치점,STOP
32941,[제주 제주시] PSR 레이싱 : 제주점,STOP
32942,[부산 해운대] PSR 레이싱 : 부산점,STOP
32943,[경기 안산] PSR 레이싱 : 안산점,STOP
32944,[경기 화성] PSR 레이싱 : 화성점,STOP
32961,[부산] 키자니아 어린이 체험테마파크,STOP
32962,[서울 신촌] 2018 제6회 신촌물총축제,STOP
32965,[충남 천안] 쥬쥬피아,STOP
32966,[강원 강릉] 신명서커스,STOP
32969,[전남 여수] ★여수 레일바이크,STOP
32971,[경기 가평] 모험의시작 수상레저,STOP
32980,[경북 울진] 덕구온천 스파월드,STOP
32981,[경북 울진] 덕구온천 리조트 대온천장,STOP
32988,[경기 가평] 골든몽키 수상레저 인기 HOT,STOP
32991,[강원 양양] 핀스서프,STOP
32992,[경기 일산] 원마운트 워터파크,STOP
32993,[경기 일산] 원마운트 스노우파크,STOP
32994,[강원 강릉] 애니멀스토리,STOP
32995,[경기 여주] 썬밸리 워터파크 종일권,STOP
32999,[경기 가평] 레저친구 수상레저,STOP
33008,[경기 일산] 원마운트 워터파크,STOP
33009,[강원 양양] 팜서프,STOP
33017,[인천 중구] 쉬즈웰 도자기 공방,STOP
33018,[경북 영천] 홀스파크 : 말 체험 테마파크,STOP
33020,[서울 강서] 코코몽 키즈랜드 강서점,STOP
33021,[광주 북구] 코코몽 키즈랜드 광주역점,STOP
33022,[대전 중구] 코코몽 키즈랜드 대전 중앙로점,STOP
33023,[대구 수성] 코코몽 키즈랜드 동아수성점,STOP
33024,[부산 금정] 코코몽 키즈랜드 부산대점,STOP
33025,[강원 양양] 배럴서프스쿨,STOP
33027,[부산 부산진구] 레전드 히어로즈 : 부산롯데백화점본점,STOP
33034,[과천] ★서울랜드 자유이용권,STOP
33048,[경기 부천] 코코몽 키즈랜드 부천 뉴코아점,STOP
33049,[서울 송파] 코코몽 키즈랜드 송파점,STOP
33050,[경기 수원] 코코몽 키즈랜드 수원터미널점,STOP
33052,[전남 순천] 코코몽 키즈랜드 순천점,STOP
33053,[경기 안산] 코코몽 키즈랜드 안산점,STOP
33055,[인천 남동] 코코몽 키즈랜드 인천점,STOP
33056,[경기 부천] 플레이아쿠아리움 부천 : 연간회원권 2차 사전판매,STOP
33057,"[경기 양평] 양평투어패스 : ★ 1000매 한정특가 9,900원",STOP
33060,[경기 평택] 코코몽 키즈랜드 평택점,STOP
33061,[경기 수원] 코코몽 키즈랜드 동수원점,STOP
33063,[서울 잠실] 롯데월드 아쿠아리움,STOP
33064,[전남 광양] 와인동굴,STOP
33065,[서울 잠실] 롯데월드 아쿠아리움 + 펍앤그릴 패키지,STOP
33067,[여수] 디오션리조트 사우나,STOP
33068,[강원 양양] 아이서프,STOP
33069,[강원 양양] 망고서프,STOP
33073,[전남 여수] 엑스포 카트,STOP
33074,[전남 여수] 엑스포 스카이플라이 왕복권,STOP
33075,[과천] 서울대공원 리프트 + 서울동물원 + 과학관 입장권 패키지,STOP
33076,[강원 영월] 동강시스타 힐링스파,STOP
33078,[서울 잠실] 롯데월드 자유이용권,STOP
33079,[서울 잠실] 롯데월드 패밀리 자유이용권,STOP
33080,[서울 잠실] 롯데월드 자유이용권 + TGIF 식사 패키지,STOP
33081,[서울 잠실] 롯데월드 자유이용권 + 햄버거,STOP
33082,[서울 잠실] 롯데월드 자유이용권 + VR 체험,STOP
33083,[서울 잠실] 롯데월드 자유이용권 + 롯데뮤지엄,STOP
33085,[경기 부천] 플레이아쿠아리움 연간회원권 사전판매 : ★1000매 한정 특가!,STOP
33086,[서울 잠실] 롯데월드 아쿠아리움 + 롯데 뮤지엄,STOP
33092,[경기 용인] 에버랜드 부티풀 종일/야간권,STOP
33094,[경기 용인] 캐리비안베이 종일/오후 이용권,STOP
33095,[서울 동대문] 판타 VR 테마파크 단품,STOP
33096,[경기 가평]리버랜드 번지점프,STOP
33101,[대구] 펀펀비치 워터파크 골드시즌 오픈특가 : 7/21 OPEN,STOP
33106,[경기 가평] 양세찬과 함께하는 AK수상레저,STOP
33110,[경기 용인] 에버랜드 종일/After4 이용권,STOP
33111,[경기 용인] 캐리비안베이 미들/하이시즌 종일이용권+자켓패키지,STOP
33112,[서울 성수]  하이 아이스크림전,STOP
33123,[경기 가평] 원+원 수상레저,STOP
33124,[강원 양양] 솔게스트하우스 서핑 양양점,STOP
33125,[경기 고양] 일산 킨텍스 레이싱 키즈월드 룰루랄라 시즌3,STOP
33126,[경기 고양] 일산 킨텍스 상상체험 키즈월드 시즌7,STOP
33136,[경북 경주] 캘리포니아비치 + 경주월드 BIG5,STOP
33141,[강원 인제] 인제 명성래프팅 + 레저 패키지,STOP
33143,[서울 여의도] K-STAR VR 체험 이용권 : ★오픈특가,STOP
33146,[경기 이천] 스파플러스,STOP
33157,지리산 온천랜드,STOP
33162,[부산] 삼정 더 파크 : 도심 속 사파리,STOP
33164,해브나인 힐링스파,STOP
33167,[경북 경주] 히어로 키즈파크,STOP
33168,경주 버드파크 이용권,STOP
33171,[대구] 히어로 키즈파크,STOP
33172,담양리조트 온천이용권,STOP
33174,[서울 용산] 드래곤 힐스파 이용권,STOP
34359,[경남 합천] 옐로우리버비치 2차 얼리버드,STOP
34362,[경북 경주] 캘리포니아비치 + 경주월드 빅5 세트권,STOP
34380,[경북 경주] 캘리포니아비치 + 경주월드 BIG5 패밀리권,STOP
34393,[경북 경산] 팔공산 갓바위 워터피아 이용권,STOP
